schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,delta,reason,from_player_id,to_player_id,amount,payer_delta,receiver_delta
v1,mock-83265-81ed4937,9,0,CASH_CHANGED,,OpenAI GPT 5.5,-140,buy_property,,,,,
v1,mock-83265-81ed4937,23,1,CASH_CHANGED,,Claude Opus 4.8,-100,buy_property,,,,,
v1,mock-83265-81ed4937,33,2,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,BANK_ERROR_COLLECT_200,,,,,
v1,mock-83265-81ed4937,63,5,CASH_CHANGED,,OpenAI GPT 5.5,-200,buy_property,,,,,
v1,mock-83265-81ed4937,77,6,CASH_CHANGED,,Claude Opus 4.8,-160,buy_property,,,,,
v1,mock-83265-81ed4937,88,7,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,PASS_GO,,,,,
v1,mock-83265-81ed4937,104,8,CASH_CHANGED,,Gemini 3.1 Pro Preview,-400,buy_property,,,,,
v1,mock-83265-81ed4937,126,10,CASH_CHANGED,,OpenAI GPT 5.5,-200,buy_property,,,,,
v1,mock-83265-81ed4937,140,11,CASH_CHANGED,,Claude Opus 4.8,-220,buy_property,,,,,
v1,mock-83265-81ed4937,149,12,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,PASS_GO,,,,,
v1,mock-83265-81ed4937,155,12,CASH_CHANGED,,Gemini 3.1 Pro Preview,-120,buy_property,,,,,
v1,mock-83265-81ed4937,169,13,CASH_CHANGED,,Grok 4.3,-260,buy_property,,,,,
v1,mock-83265-81ed4937,183,14,CASH_CHANGED,,OpenAI GPT 5.5,-300,buy_property,,,,,
v1,mock-83265-81ed4937,192,15,CASH_CHANGED,,OpenAI GPT 5.5,-100,TAX_LUXURY,,,,,
v1,mock-83265-81ed4937,206,16,CASH_CHANGED,,Claude Opus 4.8,-240,buy_property,,,,,
v1,mock-83265-81ed4937,216,17,CASH_CHANGED,,Gemini 3.1 Pro Preview,100,LIFE_INSURANCE_COLLECT_100,,,,,
v1,mock-83265-81ed4937,230,18,CASH_CHANGED,,Grok 4.3,-200,buy_property,,,,,
v1,mock-83265-81ed4937,239,19,CASH_CHANGED,,OpenAI GPT 5.5,200,PASS_GO,,,,,
v1,mock-83265-81ed4937,245,19,CASH_CHANGED,,OpenAI GPT 5.5,-60,buy_property,,,,,
v1,mock-83265-81ed4937,259,20,CASH_CHANGED,,Claude Opus 4.8,-280,buy_property,,,,,
v1,mock-83265-81ed4937,268,21,CASH_CHANGED,,Gemini 3.1 Pro Preview,-16,RENT,,,,,
v1,mock-83265-81ed4937,269,21,CASH_CHANGED,,OpenAI GPT 5.5,16,RENT,,,,,
v1,mock-83265-81ed4937,270,21,RENT_PAID,,,,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,16,-16,16
v1,mock-83265-81ed4937,279,22,CASH_CHANGED,,Gemini 3.1 Pro Preview,-24,RENT,,,,,
v1,mock-83265-81ed4937,280,22,CASH_CHANGED,,Claude Opus 4.8,24,RENT,,,,,
v1,mock-83265-81ed4937,281,22,RENT_PAID,,,,,Gemini 3.1 Pro Preview,Claude Opus 4.8,24,-24,24
v1,mock-83265-81ed4937,295,23,CASH_CHANGED,,Gemini 3.1 Pro Preview,-300,buy_property,,,,,
v1,mock-83265-81ed4937,304,24,CASH_CHANGED,,Grok 4.3,200,PASS_GO,,,,,
v1,mock-83265-81ed4937,318,25,CASH_CHANGED,,OpenAI GPT 5.5,-140,buy_property,,,,,
v1,mock-83265-81ed4937,344,25,CASH_CHANGED,,OpenAI GPT 5.5,-250,TRADE_CASH,,,,,
v1,mock-83265-81ed4937,345,25,CASH_CHANGED,,Claude Opus 4.8,250,TRADE_CASH,,,,,
v1,mock-83265-81ed4937,352,25,CASH_CHANGED,,OpenAI GPT 5.5,-300,BUILD,,,,,
v1,mock-83265-81ed4937,360,25,CASH_CHANGED,,OpenAI GPT 5.5,150,MORTGAGE,,,,,
v1,mock-83265-81ed4937,366,25,CASH_CHANGED,,OpenAI GPT 5.5,-100,BUILD,,,,,
v1,mock-83265-81ed4937,372,25,CASH_CHANGED,,OpenAI GPT 5.5,100,MORTGAGE,,,,,
v1,mock-83265-81ed4937,378,25,CASH_CHANGED,,OpenAI GPT 5.5,-100,BUILD,,,,,
v1,mock-83265-81ed4937,384,25,CASH_CHANGED,,OpenAI GPT 5.5,30,MORTGAGE,,,,,
v1,mock-83265-81ed4937,390,25,CASH_CHANGED,,OpenAI GPT 5.5,-100,BUILD,,,,,
v1,mock-83265-81ed4937,432,25,CASH_CHANGED,,Gemini 3.1 Pro Preview,-250,TRADE_CASH,,,,,
v1,mock-83265-81ed4937,433,25,CASH_CHANGED,,OpenAI GPT 5.5,250,TRADE_CASH,,,,,
