schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,from_player_id,to_player_id,space_index,property_space,amount,reason
v1,mock-83265-81ed4937,8,0,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,11,,140,
v1,mock-83265-81ed4937,22,1,PROPERTY_PURCHASED,,Claude Opus 4.8,,,8,,100,
v1,mock-83265-81ed4937,62,5,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,19,,200,
v1,mock-83265-81ed4937,76,6,PROPERTY_PURCHASED,,Claude Opus 4.8,,,14,,160,
v1,mock-83265-81ed4937,103,8,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,39,,400,
v1,mock-83265-81ed4937,125,10,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,25,,200,
v1,mock-83265-81ed4937,139,11,PROPERTY_PURCHASED,,Claude Opus 4.8,,,21,,220,
v1,mock-83265-81ed4937,154,12,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,9,,120,
v1,mock-83265-81ed4937,168,13,PROPERTY_PURCHASED,,Grok 4.3,,,27,,260,
v1,mock-83265-81ed4937,182,14,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,31,,300,
v1,mock-83265-81ed4937,205,16,PROPERTY_PURCHASED,,Claude Opus 4.8,,,24,,240,
v1,mock-83265-81ed4937,229,18,PROPERTY_PURCHASED,,Grok 4.3,,,35,,200,
v1,mock-83265-81ed4937,244,19,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,3,,60,
v1,mock-83265-81ed4937,258,20,PROPERTY_PURCHASED,,Claude Opus 4.8,,,29,,280,
v1,mock-83265-81ed4937,294,23,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,32,,300,
v1,mock-83265-81ed4937,317,25,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,13,,140,
v1,mock-83265-81ed4937,346,25,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Claude Opus 4.8,OpenAI GPT 5.5,14,,,
v1,mock-83265-81ed4937,347,25,PROPERTY_TRANSFERRED,,Claude Opus 4.8,OpenAI GPT 5.5,Claude Opus 4.8,25,,,
v1,mock-83265-81ed4937,353,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,11,,1,
v1,mock-83265-81ed4937,354,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,13,,1,
v1,mock-83265-81ed4937,355,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,14,,1,
v1,mock-83265-81ed4937,361,25,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,31,,,
v1,mock-83265-81ed4937,367,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,14,,1,
v1,mock-83265-81ed4937,373,25,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,19,,,
v1,mock-83265-81ed4937,379,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,11,,1,
v1,mock-83265-81ed4937,385,25,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,3,,,
v1,mock-83265-81ed4937,391,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,13,,1,
v1,mock-83265-81ed4937,434,25,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,31,,,
v1,mock-83265-81ed4937,441,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,11,,1,
v1,mock-83265-81ed4937,442,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,14,,1,
v1,mock-83265-81ed4937,485,25,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,19,,,
v1,mock-83265-81ed4937,492,25,HOUSE_BUILT,,OpenAI GPT 5.5,,,13,,1,
v1,mock-83265-81ed4937,505,25,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,3,,,
v1,mock-83265-81ed4937,551,29,PROPERTY_UNMORTGAGED,,Gemini 3.1 Pro Preview,,,31,,,
v1,mock-83265-81ed4937,557,29,PROPERTY_UNMORTGAGED,,Gemini 3.1 Pro Preview,,,19,,,
v1,mock-83265-81ed4937,627,31,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,37,,650,
v1,mock-83265-81ed4937,646,32,HOUSE_BUILT,,OpenAI GPT 5.5,,,11,,1,
v1,mock-83265-81ed4937,647,32,HOUSE_BUILT,,OpenAI GPT 5.5,,,13,,1,
v1,mock-83265-81ed4937,648,32,HOUSE_BUILT,,OpenAI GPT 5.5,,,14,,1,
v1,mock-83265-81ed4937,661,33,PROPERTY_PURCHASED,,Claude Opus 4.8,,,6,,100,
v1,mock-83265-81ed4937,719,35,PROPERTY_TRANSFERRED,,Claude Opus 4.8,Gemini 3.1 Pro Preview,Claude Opus 4.8,9,,,
v1,mock-83265-81ed4937,732,36,PROPERTY_PURCHASED,,Grok 4.3,,,16,,180,
v1,mock-83265-81ed4937,792,37,PROPERTY_PURCHASED,,Claude Opus 4.8,,,18,,280,
v1,mock-83265-81ed4937,808,38,HOUSE_BUILT,,Claude Opus 4.8,,,9,,2,
v1,mock-83265-81ed4937,809,38,HOUSE_BUILT,,Claude Opus 4.8,,,8,,2,
v1,mock-83265-81ed4937,810,38,HOUSE_BUILT,,Claude Opus 4.8,,,6,,2,
v1,mock-83265-81ed4937,824,39,HOUSE_BUILT,,Gemini 3.1 Pro Preview,,,37,,1,
v1,mock-83265-81ed4937,825,39,HOUSE_BUILT,,Gemini 3.1 Pro Preview,,,39,,1,
v1,mock-83265-81ed4937,861,40,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,28,,1,
v1,mock-83265-81ed4937,907,41,PROPERTY_PURCHASED,,Grok 4.3,,,26,,100,
v1,mock-83265-81ed4937,915,41,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,28,,,
v1,mock-83265-81ed4937,931,41,HOTEL_BUILT,,OpenAI GPT 5.5,,,14,,1,
v1,mock-83265-81ed4937,978,42,HOUSE_BUILT,,Claude Opus 4.8,,,9,,1,
v1,mock-83265-81ed4937,1140,45,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,1,,30,
v1,mock-83265-81ed4937,1221,47,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,23,,55,
v1,mock-83265-81ed4937,1240,48,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,19,,,
v1,mock-83265-81ed4937,1266,50,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,23,,,
v1,mock-83265-81ed4937,1272,50,HOTEL_BUILT,,OpenAI GPT 5.5,,,13,,1,
v1,mock-83265-81ed4937,1339,51,HOUSE_BUILT,,Claude Opus 4.8,,,6,,1,
v1,mock-83265-81ed4937,1356,52,HOUSE_BUILT,,Gemini 3.1 Pro Preview,,,39,,1,
v1,mock-83265-81ed4937,1420,53,PROPERTY_PURCHASED,,Grok 4.3,,,15,,140,
v1,mock-83265-81ed4937,1439,54,PROPERTY_MORTGAGED,,Grok 4.3,,,16,,,
v1,mock-83265-81ed4937,1484,55,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,5,,150,
v1,mock-83265-81ed4937,1492,55,HOTEL_BUILT,,OpenAI GPT 5.5,,,11,,1,
v1,mock-83265-81ed4937,1498,55,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,23,,,
v1,mock-83265-81ed4937,1504,55,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,28,,,
v1,mock-83265-81ed4937,1522,56,HOUSE_BUILT,,Claude Opus 4.8,,,8,,1,
v1,mock-83265-81ed4937,1528,56,HOUSE_BUILT,,Claude Opus 4.8,,,9,,1,
v1,mock-83265-81ed4937,1534,56,HOUSE_BUILT,,Claude Opus 4.8,,,6,,1,
v1,mock-83265-81ed4937,1535,56,HOUSE_BUILT,,Claude Opus 4.8,,,8,,1,
v1,mock-83265-81ed4937,1611,59,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,12,,118,
v1,mock-83265-81ed4937,1669,64,PROPERTY_MORTGAGED,,Claude Opus 4.8,,,29,,,
v1,mock-83265-81ed4937,1675,64,PROPERTY_MORTGAGED,,Claude Opus 4.8,,,24,,,
v1,mock-83265-81ed4937,1681,64,PROPERTY_MORTGAGED,,Claude Opus 4.8,,,18,,,
v1,mock-83265-81ed4937,1687,64,PROPERTY_MORTGAGED,,Claude Opus 4.8,,,21,,,
v1,mock-83265-81ed4937,1693,64,PROPERTY_MORTGAGED,,Claude Opus 4.8,,,25,,,
v1,mock-83265-81ed4937,1699,64,HOUSE_SOLD,,Claude Opus 4.8,,,8,,2,
v1,mock-83265-81ed4937,1700,64,HOUSE_SOLD,,Claude Opus 4.8,,,9,,2,
v1,mock-83265-81ed4937,1701,64,HOUSE_SOLD,,Claude Opus 4.8,,,6,,1,
v1,mock-83265-81ed4937,1821,77,HOUSE_SOLD,,Gemini 3.1 Pro Preview,,,39,,1,
v1,mock-83265-81ed4937,1827,77,HOUSE_SOLD,,Gemini 3.1 Pro Preview,,,37,,1,
v1,mock-83265-81ed4937,1828,77,HOUSE_SOLD,,Gemini 3.1 Pro Preview,,,39,,1,
v1,mock-83265-81ed4937,1834,77,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,39,,,
v1,mock-83265-81ed4937,1840,77,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,37,,,
v1,mock-83265-81ed4937,1902,79,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,19,,,
v1,mock-83265-81ed4937,1931,79,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Grok 4.3,OpenAI GPT 5.5,16,,,
v1,mock-83265-81ed4937,1958,79,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,16,,,
v1,mock-83265-81ed4937,1974,79,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,19,,,
v1,mock-83265-81ed4937,2027,79,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Claude Opus 4.8,OpenAI GPT 5.5,29,,,
v1,mock-83265-81ed4937,2034,79,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,29,,,
v1,mock-83265-81ed4937,2097,79,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,12,,,
v1,mock-83265-81ed4937,2098,79,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,28,,,
v1,mock-83265-81ed4937,2099,79,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,31,,,
v1,mock-83265-81ed4937,2100,79,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,32,,,
v1,mock-83265-81ed4937,2154,81,PROPERTY_UNMORTGAGED,,Gemini 3.1 Pro Preview,,,39,,,
v1,mock-83265-81ed4937,2160,81,PROPERTY_UNMORTGAGED,,Gemini 3.1 Pro Preview,,,37,,,
v1,mock-83265-81ed4937,2166,81,PROPERTY_UNMORTGAGED,,Gemini 3.1 Pro Preview,,,3,,,
v1,mock-83265-81ed4937,2227,85,HOUSE_BUILT,,Claude Opus 4.8,,,8,,1,
v1,mock-83265-81ed4937,2228,85,HOUSE_BUILT,,Claude Opus 4.8,,,9,,1,
v1,mock-83265-81ed4937,2234,85,HOUSE_BUILT,,Claude Opus 4.8,,,6,,1,
v1,mock-83265-81ed4937,2235,85,HOUSE_BUILT,,Claude Opus 4.8,,,8,,1,
v1,mock-83265-81ed4937,2236,85,HOUSE_BUILT,,Claude Opus 4.8,,,9,,1,
v1,mock-83265-81ed4937,2313,88,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1,,,
v1,mock-83265-81ed4937,2314,88,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,3,,,
v1,mock-83265-81ed4937,2320,88,HOUSE_BUILT,,OpenAI GPT 5.5,,,1,,4,
v1,mock-83265-81ed4937,2321,88,HOUSE_BUILT,,OpenAI GPT 5.5,,,3,,4,
v1,mock-83265-81ed4937,2327,88,HOTEL_BUILT,,OpenAI GPT 5.5,,,1,,1,
v1,mock-83265-81ed4937,2328,88,HOTEL_BUILT,,OpenAI GPT 5.5,,,3,,1,
v1,mock-83265-81ed4937,2334,88,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,5,,,
v1,mock-83265-81ed4937,2340,88,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,23,,,
v1,mock-83265-81ed4937,2346,88,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,29,,,
v1,mock-83265-81ed4937,2352,88,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,16,,,
v1,mock-83265-81ed4937,2358,88,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,19,,,
v1,mock-83265-81ed4937,2364,88,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,31,,,
v1,mock-83265-81ed4937,2391,89,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,32,,,
v1,mock-83265-81ed4937,2413,91,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,12,,,
v1,mock-83265-81ed4937,2419,91,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,28,,,
v1,mock-83265-81ed4937,2425,91,HOUSE_BUILT,,Gemini 3.1 Pro Preview,,,37,,1,
v1,mock-83265-81ed4937,2426,91,HOUSE_BUILT,,Gemini 3.1 Pro Preview,,,39,,2,
v1,mock-83265-81ed4937,2496,98,PROPERTY_MORTGAGED,,Grok 4.3,,,26,,,
v1,mock-83265-81ed4937,2502,98,PROPERTY_MORTGAGED,,Grok 4.3,,,27,,,
v1,mock-83265-81ed4937,2539,99,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,5,,,
v1,mock-83265-81ed4937,2545,99,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,19,,,
v1,mock-83265-81ed4937,2551,99,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,23,,,
v1,mock-83265-81ed4937,2557,99,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,16,,,
v1,mock-83265-81ed4937,2563,99,PROPERTY_UNMORTGAGED,,OpenAI GPT 5.5,,,29,,,
v1,mock-83265-81ed4937,2609,103,HOUSE_SOLD,,Gemini 3.1 Pro Preview,,,39,,1,
v1,mock-83265-81ed4937,2615,103,HOUSE_SOLD,,Gemini 3.1 Pro Preview,,,37,,1,
v1,mock-83265-81ed4937,2616,103,HOUSE_SOLD,,Gemini 3.1 Pro Preview,,,39,,1,
v1,mock-83265-81ed4937,2622,103,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,39,,,
v1,mock-83265-81ed4937,2628,103,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,37,,,
