call_index,run_id,decision_id,attempt_index,turn_index,decision_type,player_id,openrouter_model_id,model_display_name,finish_reason,accounting_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,cached_tokens,cost,latency_ms,retry_used,fallback_used,fallback_reason,error_type,openrouter_status_code,generation_id
547,mock-83265-81ed4937,mock-83265-81ed4937-dec-000526,0,160,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3812,5841,5696,9653,0,0.19429,197305,False,False,,,200,gen-1780884843-FrAu7aIDaxY6hbZzS96K
469,mock-83265-81ed4937,mock-83265-81ed4937-dec-000448,0,119,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3933,5355,5178,9288,0,0.180315,168808,False,False,,,200,gen-1780882153-v6b8eRvQNBPbt0VjRq0j
471,mock-83265-81ed4937,mock-83265-81ed4937-dec-000450,0,119,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4045,5877,5685,9922,1792,0.188471,147667,False,False,,,200,gen-1780882328-zEAhlyQEAMS9LyAS4V4I
377,mock-83265-81ed4937,mock-83265-81ed4937-dec-000363,0,88,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4133,4100,3895,8233,0,0.143665,139817,False,False,,,200,gen-1780878929-aMWCH8uYAgO09b98uiQP
560,mock-83265-81ed4937,mock-83265-81ed4937-dec-000539,0,167,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4171,3740,3551,7911,0,0.133055,127131,False,False,,,200,gen-1780885479-cwExgpQunwdkQKOGEksg
432,mock-83265-81ed4937,mock-83265-81ed4937-dec-000413,0,106,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4127,3414,3319,7541,0,0.123055,107969,False,False,,,200,gen-1780880583-4MsNu3y8XPdxKhe1UuVQ
520,mock-83265-81ed4937,mock-83265-81ed4937-dec-000499,0,142,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3753,3016,2885,6769,0,0.109245,104988,False,False,,,200,gen-1780884174-ucDNsM1wOCM69dKpkOeV
458,mock-83265-81ed4937,mock-83265-81ed4937-dec-000437,0,116,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3624,3181,3048,6805,0,0.11355,103465,False,False,,,200,gen-1780881564-5Bn3ljjeGEYpdiVfq2cc
481,mock-83265-81ed4937,mock-83265-81ed4937-dec-000460,0,123,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4193,3315,3106,7508,0,0.120415,101138,False,False,,,200,gen-1780882714-9SUtIgcXWpCUgTgq2R7U
397,mock-83265-81ed4937,mock-83265-81ed4937-dec-000382,0,99,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3596,3084,2921,6680,0,0.1105,100190,False,False,,,200,gen-1780879348-XjWGYl8orJIuVxP4Z3tv
473,mock-83265-81ed4937,mock-83265-81ed4937-dec-000452,0,119,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4180,2974,2800,7154,1792,0.102056,99511,False,False,,,200,gen-1780882483-r13ptqAOL6fAR7B6cqCe
556,mock-83265-81ed4937,mock-83265-81ed4937-dec-000535,0,165,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4073,3807,3624,7880,0,0.134575,98691,False,False,,,200,gen-1780885319-5wHq89M0OcVFTJV6H789
572,mock-83265-81ed4937,mock-83265-81ed4937-dec-000551,0,172,LIQUIDATION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4337,3536,3387,7873,0,0.127765,97801,False,False,,,200,gen-1780885955-S4gj8C7TeReCAqhM8HMQ
461,mock-83265-81ed4937,mock-83265-81ed4937-dec-000440,0,116,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3911,3720,3581,7631,0,0.131155,97726,False,False,,,200,gen-1780881762-k9p2oOQUYqITe1tWom3h
335,mock-83265-81ed4937,mock-83265-81ed4937-dec-000323,0,79,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4838,3643,3443,8481,0,0.13348,96780,False,False,,,200,gen-1780877834-HQLpGiM6FSHlB2Ttykry
420,mock-83265-81ed4937,mock-83265-81ed4937-dec-000401,0,105,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3696,3543,3388,7239,0,0.12477,94326,False,False,,,200,gen-1780880187-J1KyQ2jQqXLZkDEeTNg7
403,mock-83265-81ed4937,mock-83265-81ed4937-dec-000387,0,99,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3804,3339,3168,7143,0,0.11919,92024,True,False,,,200,gen-1780879666-49H0wKJ6oOKwTUztwaEF
499,mock-83265-81ed4937,mock-83265-81ed4937-dec-000478,0,130,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3814,3622,3457,7436,0,0.12773,91760,False,False,,,200,gen-1780883366-7ZIHVQirjxHe6z6ZodCz
456,mock-83265-81ed4937,mock-83265-81ed4937-dec-000435,0,116,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3670,2742,2588,6412,0,0.10061,91055,False,False,,,200,gen-1780881468-MPrtsj3o5I996kx30tnl
411,mock-83265-81ed4937,mock-83265-81ed4937-dec-000392,0,100,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,8799,6555,684,15354,0,0.20787,90756,False,False,,,200,gen-1780880044-yEbrG8oRaxQvUUzOt22c
452,mock-83265-81ed4937,mock-83265-81ed4937-dec-000432,1,114,LIQUIDATION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3603,3685,3547,7288,3328,0.113589,89759,True,False,,,200,gen-1780881208-3cjH50YAyczolQLeu6DK
459,mock-83265-81ed4937,mock-83265-81ed4937-dec-000438,0,116,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3808,3327,3190,7135,0,0.11885,89329,False,False,,,200,gen-1780881668-l6s3hkcVUDKylX1FAogN
453,mock-83265-81ed4937,mock-83265-81ed4937-dec-000433,0,114,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,stop,actual_openrouter_usage,3681,3112,3106,6793,0,0.111765,86428,True,False,,,200,gen-1780881298-KYn6gSxOAwagecjl8VDO
502,mock-83265-81ed4937,mock-83265-81ed4937-dec-000481,0,132,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3795,2515,2394,6310,0,0.094425,85053,False,False,,,200,gen-1780883497-9EmYQnX4c5zxHtu0DSs6
562,mock-83265-81ed4937,mock-83265-81ed4937-dec-000541,0,167,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4277,3223,2983,7500,0,0.118075,84200,False,False,,,200,gen-1780885617-m6MhkfMPl27thkB3BXeD
142,mock-83265-81ed4937,mock-83265-81ed4937-dec-000136,0,41,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3582,3133,2977,6715,0,0.1119,83401,False,False,,,200,gen-1780874633-cJQSGRSOchOmgA5Eb67t
463,mock-83265-81ed4937,mock-83265-81ed4937-dec-000442,0,116,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3952,2569,2472,6521,1792,0.088766,83165,False,False,,,200,gen-1780881867-Xv7k0ydhoe7vuOmgkLfY
328,mock-83265-81ed4937,mock-83265-81ed4937-dec-000317,0,79,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,4973,2992,2814,7965,0,0.114625,81947,False,False,,,200,gen-1780877632-u8BJqakeR9Oa5x9r2KjW
518,mock-83265-81ed4937,mock-83265-81ed4937-dec-000497,0,142,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3701,3135,2987,6836,0,0.112555,81675,False,False,,,200,gen-1780884086-TGFcwDRaTtk9Jp8OMlaW
362,mock-83265-81ed4937,mock-83265-81ed4937-dec-000349,0,88,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3793,2833,2661,6626,0,0.103955,80807,False,False,,,200,gen-1780878468-heZHfrOhhnhAmoLLoaym
