trade_id,player_id,counterparty_player_id,role,start_turn,end_turn,outcome,accepted,censored,counteroffers,back_and_forth_count,public_exchange_count,event_span,turns_to_resolution,initial_offer,initial_request,final_offer,final_request
trade-0001,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,INITIATOR,4,4,ACCEPTED,True,False,3,3,4,20,0,"{""cash"":160,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VERMONT_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VERMONT_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0001,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,COUNTERPARTY,4,4,ACCEPTED,True,False,3,3,4,20,0,"{""cash"":160,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VERMONT_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VERMONT_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0002,OpenAI GPT 5.5,Grok 4.3,INITIATOR,4,4,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}"
trade-0002,Grok 4.3,OpenAI GPT 5.5,COUNTERPARTY,4,4,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}"
trade-0003,OpenAI GPT 5.5,Grok 4.3,INITIATOR,4,4,REJECTED,False,False,0,0,1,5,0,"{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}","{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}"
trade-0003,Grok 4.3,OpenAI GPT 5.5,COUNTERPARTY,4,4,REJECTED,False,False,0,0,1,5,0,"{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}","{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}"
trade-0004,OpenAI GPT 5.5,Grok 4.3,INITIATOR,4,4,REJECTED,False,False,0,0,1,5,0,"{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}","{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}"
trade-0004,Grok 4.3,OpenAI GPT 5.5,COUNTERPARTY,4,4,REJECTED,False,False,0,0,1,5,0,"{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}","{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}"
trade-0005,OpenAI GPT 5.5,Claude Opus 4.8,INITIATOR,4,4,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ILLINOIS_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ILLINOIS_AVENUE""]}"
trade-0005,Claude Opus 4.8,OpenAI GPT 5.5,COUNTERPARTY,4,4,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ILLINOIS_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ILLINOIS_AVENUE""]}"
trade-0006,OpenAI GPT 5.5,Grok 4.3,INITIATOR,8,8,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ORIENTAL_AVENUE""]}"
