schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,delta,reason,from_player_id,to_player_id,amount,payer_delta,receiver_delta
v1,mock-2413970733-53b199c1,9,0,CASH_CHANGED,,Claude Opus 4.8,-100,buy_property,,,,,
v1,mock-2413970733-53b199c1,23,1,CASH_CHANGED,,Gemini 3.1 Pro Preview,-120,buy_property,,,,,
v1,mock-2413970733-53b199c1,37,2,CASH_CHANGED,,Grok 4.3,-200,buy_property,,,,,
v1,mock-2413970733-53b199c1,46,3,CASH_CHANGED,,OpenAI GPT 5.5,-25,RENT,,,,,
v1,mock-2413970733-53b199c1,47,3,CASH_CHANGED,,Grok 4.3,25,RENT,,,,,
v1,mock-2413970733-53b199c1,48,3,RENT_PAID,,,,,OpenAI GPT 5.5,Grok 4.3,25,-25,25
v1,mock-2413970733-53b199c1,92,4,CASH_CHANGED,,Claude Opus 4.8,-140,buy_property,,,,,
v1,mock-2413970733-53b199c1,114,6,CASH_CHANGED,,Grok 4.3,-200,buy_property,,,,,
v1,mock-2413970733-53b199c1,123,7,CASH_CHANGED,,OpenAI GPT 5.5,-50,RENT,,,,,
v1,mock-2413970733-53b199c1,124,7,CASH_CHANGED,,Grok 4.3,50,RENT,,,,,
v1,mock-2413970733-53b199c1,125,7,RENT_PAID,,,,,OpenAI GPT 5.5,Grok 4.3,50,-50,50
v1,mock-2413970733-53b199c1,169,8,CASH_CHANGED,,Claude Opus 4.8,-180,buy_property,,,,,
v1,mock-2413970733-53b199c1,183,9,CASH_CHANGED,,Gemini 3.1 Pro Preview,-240,buy_property,,,,,
v1,mock-2413970733-53b199c1,193,10,CASH_CHANGED,,Grok 4.3,50,BANK_PAYS_YOU_DIVIDEND_50,,,,,
v1,mock-2413970733-53b199c1,243,12,CASH_CHANGED,,Claude Opus 4.8,200,PASS_GO,,,,,
v1,mock-2413970733-53b199c1,244,12,CASH_CHANGED,,Claude Opus 4.8,-50,RENT,,,,,
v1,mock-2413970733-53b199c1,245,12,CASH_CHANGED,,Grok 4.3,50,RENT,,,,,
v1,mock-2413970733-53b199c1,246,12,RENT_PAID,,,,,Claude Opus 4.8,Grok 4.3,50,-50,50
v1,mock-2413970733-53b199c1,260,13,CASH_CHANGED,,Claude Opus 4.8,-140,buy_property,,,,,
v1,mock-2413970733-53b199c1,274,14,CASH_CHANGED,,Gemini 3.1 Pro Preview,-300,buy_property,,,,,
v1,mock-2413970733-53b199c1,288,15,CASH_CHANGED,,Grok 4.3,-200,buy_property,,,,,
v1,mock-2413970733-53b199c1,308,17,CASH_CHANGED,,Claude Opus 4.8,-220,buy_property,,,,,
v1,mock-2413970733-53b199c1,317,18,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,PASS_GO,,,,,
v1,mock-2413970733-53b199c1,337,20,CASH_CHANGED,,OpenAI GPT 5.5,-50,JAIL_FINE,,,,,
v1,mock-2413970733-53b199c1,340,20,CASH_CHANGED,,OpenAI GPT 5.5,-14,RENT,,,,,
v1,mock-2413970733-53b199c1,341,20,CASH_CHANGED,,Claude Opus 4.8,14,RENT,,,,,
v1,mock-2413970733-53b199c1,342,20,RENT_PAID,,,,,OpenAI GPT 5.5,Claude Opus 4.8,14,-14,14
v1,mock-2413970733-53b199c1,403,20,CASH_CHANGED,,OpenAI GPT 5.5,-220,TRADE_CASH,,,,,
v1,mock-2413970733-53b199c1,404,20,CASH_CHANGED,,Claude Opus 4.8,220,TRADE_CASH,,,,,
v1,mock-2413970733-53b199c1,439,21,CASH_CHANGED,,Claude Opus 4.8,-260,buy_property,,,,,
v1,mock-2413970733-53b199c1,453,22,CASH_CHANGED,,Claude Opus 4.8,-200,buy_property,,,,,
v1,mock-2413970733-53b199c1,462,23,CASH_CHANGED,,Gemini 3.1 Pro Preview,-100,RENT,,,,,
v1,mock-2413970733-53b199c1,463,23,CASH_CHANGED,,Grok 4.3,100,RENT,,,,,
v1,mock-2413970733-53b199c1,464,23,RENT_PAID,,,,,Gemini 3.1 Pro Preview,Grok 4.3,100,-100,100
v1,mock-2413970733-53b199c1,473,24,CASH_CHANGED,,Grok 4.3,200,PASS_GO,,,,,
v1,mock-2413970733-53b199c1,510,24,CASH_CHANGED,,OpenAI GPT 5.5,-80,auction_bid,,,,,
v1,mock-2413970733-53b199c1,520,25,CASH_CHANGED,,Grok 4.3,-200,TAX_INCOME,,,,,
v1,mock-2413970733-53b199c1,529,26,CASH_CHANGED,,OpenAI GPT 5.5,-20,RENT,,,,,
v1,mock-2413970733-53b199c1,530,26,CASH_CHANGED,,Gemini 3.1 Pro Preview,20,RENT,,,,,
v1,mock-2413970733-53b199c1,531,26,RENT_PAID,,,,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,20,-20,20
v1,mock-2413970733-53b199c1,572,26,CASH_CHANGED,,OpenAI GPT 5.5,-350,TRADE_CASH,,,,,
v1,mock-2413970733-53b199c1,573,26,CASH_CHANGED,,Gemini 3.1 Pro Preview,350,TRADE_CASH,,,,,
v1,mock-2413970733-53b199c1,584,27,CASH_CHANGED,,Claude Opus 4.8,200,PASS_GO,,,,,
v1,mock-2413970733-53b199c1,586,27,CASH_CHANGED,,Claude Opus 4.8,-50,SCHOOL_FEES_PAY_50,,,,,
v1,mock-2413970733-53b199c1,595,28,CASH_CHANGED,,Gemini 3.1 Pro Preview,-10,RENT,,,,,
v1,mock-2413970733-53b199c1,596,28,CASH_CHANGED,,Claude Opus 4.8,10,RENT,,,,,
v1,mock-2413970733-53b199c1,597,28,RENT_PAID,,,,,Gemini 3.1 Pro Preview,Claude Opus 4.8,10,-10,10
v1,mock-2413970733-53b199c1,628,31,CASH_CHANGED,,OpenAI GPT 5.5,-260,buy_property,,,,,
