call_index,run_id,decision_id,attempt_index,turn_index,decision_type,player_id,openrouter_model_id,model_display_name,finish_reason,accounting_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,cached_tokens,cost,latency_ms,retry_used,fallback_used,fallback_reason,error_type,openrouter_status_code,generation_id
0,mock-83265-81ed4937,mock-83265-81ed4937-dec-000000,0,0,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,1151,68,0,1219,0,0.007795,2361,False,False,,,200,gen-1780872884-KvVX31dVBqYVN5trMh3s
1,mock-83265-81ed4937,mock-83265-81ed4937-dec-000001,0,0,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,1423,102,43,1525,0,0.010175,3758,False,False,,,200,gen-1780872887-D5UeZuFHtatDD8zxVS0N
2,mock-83265-81ed4937,mock-83265-81ed4937-dec-000002,0,1,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,2432,224,55,2656,0,0.01776,4533,False,False,,,200,gen-1780872890-cKDcxtKUOeHyNaWc2g42
3,mock-83265-81ed4937,mock-83265-81ed4937-dec-000003,0,1,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,3167,201,33,3368,0,0.02086,4253,False,False,,,200,gen-1780872895-7BHdRr4QBM7vHXRW9RRO
4,mock-83265-81ed4937,mock-83265-81ed4937-dec-000004,0,2,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,1727,255,197,1982,0,0.006514,3485,False,False,,,200,gen-1780872900-iftOhQRSetnUJUKVM7Ii
5,mock-83265-81ed4937,mock-83265-81ed4937-dec-000005,0,3,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,1801,173,105,1974,0,0.005678,3120,False,False,,,200,gen-1780872903-vvS7IsXe8gUl4qfy2K2I
6,mock-83265-81ed4937,mock-83265-81ed4937-dec-000006,0,4,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,1844,297,249,2141,128,0.0029131,4213,False,False,,,200,gen-1780872907-dquCbnFRVrsbY9eYfR64
7,mock-83265-81ed4937,mock-83265-81ed4937-dec-000007,0,5,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,1600,109,35,1709,0,0.01127,3814,False,False,,,200,gen-1780872911-hBVeCgqek9OTOXGdIFkC
8,mock-83265-81ed4937,mock-83265-81ed4937-dec-000008,0,5,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,1877,224,162,2101,0,0.016105,8874,False,False,,,200,gen-1780872915-xGqNFVDprbaDxB9K5Xo6
9,mock-83265-81ed4937,mock-83265-81ed4937-dec-000009,0,6,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,3232,434,73,3666,0,0.02701,6968,False,False,,,200,gen-1780872924-w8PcWMFiVa3oKrZOiaym
10,mock-83265-81ed4937,mock-83265-81ed4937-dec-000010,0,6,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,4047,360,46,4407,0,0.029235,6214,False,False,,,200,gen-1780872931-4Bk4nGYyMODZGGiQa4d1
11,mock-83265-81ed4937,mock-83265-81ed4937-dec-000011,0,7,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,2260,304,210,2564,0,0.008168,4040,False,False,,,200,gen-1780872938-7Pc2uicZfOcqUX1YysC8
12,mock-83265-81ed4937,mock-83265-81ed4937-dec-000012,0,8,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,2153,238,156,2391,0,0.007162,4027,False,False,,,200,gen-1780872942-mDazPIvT8rQVziWzwvWI
13,mock-83265-81ed4937,mock-83265-81ed4937-dec-000013,0,8,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,2595,225,155,2820,0,0.00789,3435,False,False,,,200,gen-1780872946-Lhqfdnz1gMvvi5Q26Hlt
14,mock-83265-81ed4937,mock-83265-81ed4937-dec-000014,0,9,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,stop,actual_openrouter_usage,2364,554,495,2918,128,0.0042056,7005,True,False,,,200,gen-1780872950-zDGz7O68PubGrOqhbGZo
15,mock-83265-81ed4937,mock-83265-81ed4937-dec-000014,1,9,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2392,365,312,2757,128,0.0037681,4192,True,False,,,200,gen-1780872957-iO2WXrX4vjOD2Ev7RB8y
16,mock-83265-81ed4937,mock-83265-81ed4937-dec-000015,0,10,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2160,116,40,2276,0,0.01428,3834,False,False,,,200,gen-1780872961-RFH2wvRyYcKYk9LrbO96
17,mock-83265-81ed4937,mock-83265-81ed4937-dec-000016,0,10,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2446,780,721,3226,0,0.03563,22400,False,False,,,200,gen-1780872965-YBCogqCwPfyOwEwDlJdD
18,mock-83265-81ed4937,mock-83265-81ed4937-dec-000017,0,11,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,4368,375,71,4743,0,0.031215,8277,False,False,,,200,gen-1780872988-7tiqio9R5fdcKoMEFza0
