call_index,run_id,decision_id,attempt_index,turn_index,decision_type,player_id,openrouter_model_id,model_display_name,finish_reason,accounting_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,cached_tokens,cost,latency_ms,retry_used,fallback_used,fallback_reason,error_type,openrouter_status_code,generation_id
0,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000000,0,0,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,1151,107,49,1258,0,0.00134475,2407,False,False,,,200,gen-1780836246-85PAx1Bss8cXlebkXvQO
1,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000001,0,0,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,1408,107,52,1515,0,0.0015375,2960,False,False,,,200,gen-1780836248-fr27JXxI01D5Qzobd0xL
2,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000002,0,1,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,1761,867,634,2628,0,0.006096,10061,False,False,,,200,gen-1780836251-YbvXSLQL97aqZXuxJN8r
3,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000003,0,1,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,2294,1000,525,3294,0,0.007294,11181,False,False,,,200,gen-1780836261-cAUVeTNbSwxwITeCw61d
4,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000004,0,2,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,2410,1222,719,3632,0,0.00852,13133,False,False,,,200,gen-1780836273-QeyK24x4xGVqolDgsCiJ
5,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000005,0,3,POST_TURN_ACTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,1801,406,332,2207,0,0.0021185,3001,False,False,,,200,gen-1780836286-KrA1aLXozzCMuBpEWShc
6,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000006,0,4,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,1945,395,338,2340,128,0.00328435,7000,False,False,,,200,gen-1780836289-mUyoI8PsDtpAXKTKVdoS
7,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000007,0,5,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,1845,198,132,2043,0,0.00227475,2250,False,False,,,200,gen-1780836297-TL4AKEWz73FuuSyaAOlq
8,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000008,0,6,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,2806,1414,893,4220,0,0.009876,18249,False,False,,,200,gen-1780836299-yB2NaBtc5SW02vRaifKo
9,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000009,0,7,BUY_OR_AUCTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,1872,347,259,2219,0,0.001977,2997,False,False,,,200,gen-1780836317-S0jIhIXFQludBTC8TOeP
