schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,from_player_id,to_player_id,space_index,property_space,amount,reason
v1,mock-44910-42ec35c5,8,0,PROPERTY_PURCHASED,,OpenAI GPT 5.4 Mini,,,11,,140,
v1,mock-44910-42ec35c5,22,1,PROPERTY_PURCHASED,,Claude Haiku 4.5,,,6,,100,
v1,mock-44910-42ec35c5,91,7,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,9,,120,
v1,mock-44910-42ec35c5,105,8,PROPERTY_PURCHASED,,Grok 4.3,,,15,,200,
v1,mock-44910-42ec35c5,119,9,PROPERTY_PURCHASED,,OpenAI GPT 5.4 Mini,,,26,,260,
v1,mock-44910-42ec35c5,133,10,PROPERTY_PURCHASED,,Claude Haiku 4.5,,,25,,200,
v1,mock-44910-42ec35c5,147,11,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,16,,180,
v1,mock-44910-42ec35c5,161,12,PROPERTY_PURCHASED,,Grok 4.3,,,23,,220,
v1,mock-44910-42ec35c5,175,13,PROPERTY_PURCHASED,,OpenAI GPT 5.4 Mini,,,29,,280,
v1,mock-44910-42ec35c5,189,14,PROPERTY_PURCHASED,,Claude Haiku 4.5,,,35,,200,
v1,mock-44910-42ec35c5,250,15,PROPERTY_PURCHASED,,OpenAI GPT 5.4 Mini,,,1,,70,
v1,mock-44910-42ec35c5,276,17,PROPERTY_PURCHASED,,Grok 4.3,,,27,,260,
v1,mock-44910-42ec35c5,290,18,PROPERTY_PURCHASED,,Grok 4.3,,,39,,400,
v1,mock-44910-42ec35c5,372,22,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,12,,100,
v1,mock-44910-42ec35c5,503,28,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,21,,220,
v1,mock-44910-42ec35c5,567,34,PROPERTY_PURCHASED,,OpenAI GPT 5.4 Mini,,,32,,300,
v1,mock-44910-42ec35c5,607,37,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,31,,300,
v1,mock-44910-42ec35c5,723,40,PROPERTY_PURCHASED,,Grok 4.3,,,24,,300,
v1,mock-44910-42ec35c5,855,47,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,37,,222,
v1,mock-44910-42ec35c5,901,48,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,14,,110,
v1,mock-44910-42ec35c5,989,51,PROPERTY_PURCHASED,,Grok 4.3,,,5,,200,
v1,mock-44910-42ec35c5,1024,52,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,18,,180,
v1,mock-44910-42ec35c5,1079,54,PROPERTY_TRANSFERRED,,Grok 4.3,Gemini 3 Flash Preview,Grok 4.3,21,,,
v1,mock-44910-42ec35c5,1133,55,PROPERTY_PURCHASED,,OpenAI GPT 5.4 Mini,,,8,,90,
v1,mock-44910-42ec35c5,1191,60,PROPERTY_MORTGAGED,,OpenAI GPT 5.4 Mini,,,1,,,
v1,mock-44910-42ec35c5,1197,60,PROPERTY_MORTGAGED,,OpenAI GPT 5.4 Mini,,,32,,,
v1,mock-44910-42ec35c5,1210,61,PROPERTY_PURCHASED,,Claude Haiku 4.5,,,19,,200,
v1,mock-44910-42ec35c5,1246,62,PROPERTY_TRANSFERRED,,Gemini 3 Flash Preview,OpenAI GPT 5.4 Mini,Gemini 3 Flash Preview,8,,,
v1,mock-44910-42ec35c5,1270,63,HOUSE_BUILT,,Grok 4.3,,,23,,1,
v1,mock-44910-42ec35c5,1303,66,PROPERTY_PURCHASED,,Gemini 3 Flash Preview,,,13,,140,
v1,mock-44910-42ec35c5,1322,66,PROPERTY_TRANSFERRED,,Gemini 3 Flash Preview,OpenAI GPT 5.4 Mini,Gemini 3 Flash Preview,11,,,
v1,mock-44910-42ec35c5,1328,66,PROPERTY_MORTGAGED,,Gemini 3 Flash Preview,,,37,,,
