schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,delta,reason,from_player_id,to_player_id,amount,payer_delta,receiver_delta
v1,mock-44910-42ec35c5,9,0,CASH_CHANGED,,OpenAI GPT 5.4 Mini,-140,buy_property,,,,,
v1,mock-44910-42ec35c5,23,1,CASH_CHANGED,,Claude Haiku 4.5,-100,buy_property,,,,,
v1,mock-44910-42ec35c5,40,3,CASH_CHANGED,,Gemini 3 Flash Preview,-6,RENT,,,,,
v1,mock-44910-42ec35c5,41,3,CASH_CHANGED,,Claude Haiku 4.5,6,RENT,,,,,
v1,mock-44910-42ec35c5,42,3,RENT_PAID,,,,,Gemini 3 Flash Preview,Claude Haiku 4.5,6,-6,6
v1,mock-44910-42ec35c5,51,4,CASH_CHANGED,,Grok 4.3,-6,RENT,,,,,
v1,mock-44910-42ec35c5,52,4,CASH_CHANGED,,Claude Haiku 4.5,6,RENT,,,,,
v1,mock-44910-42ec35c5,53,4,RENT_PAID,,,,,Grok 4.3,Claude Haiku 4.5,6,-6,6
v1,mock-44910-42ec35c5,63,5,CASH_CHANGED,,OpenAI GPT 5.4 Mini,-50,SCHOOL_FEES_PAY_50,,,,,
v1,mock-44910-42ec35c5,73,6,CASH_CHANGED,,OpenAI GPT 5.4 Mini,-10,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,,,,,
v1,mock-44910-42ec35c5,74,6,CASH_CHANGED,,Claude Haiku 4.5,10,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,,,,,
v1,mock-44910-42ec35c5,75,6,CASH_CHANGED,,Gemini 3 Flash Preview,-10,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,,,,,
v1,mock-44910-42ec35c5,76,6,CASH_CHANGED,,Claude Haiku 4.5,10,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,,,,,
v1,mock-44910-42ec35c5,77,6,CASH_CHANGED,,Grok 4.3,-10,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,,,,,
v1,mock-44910-42ec35c5,78,6,CASH_CHANGED,,Claude Haiku 4.5,10,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,,,,,
v1,mock-44910-42ec35c5,92,7,CASH_CHANGED,,Gemini 3 Flash Preview,-120,buy_property,,,,,
v1,mock-44910-42ec35c5,106,8,CASH_CHANGED,,Grok 4.3,-200,buy_property,,,,,
v1,mock-44910-42ec35c5,120,9,CASH_CHANGED,,OpenAI GPT 5.4 Mini,-260,buy_property,,,,,
v1,mock-44910-42ec35c5,134,10,CASH_CHANGED,,Claude Haiku 4.5,-200,buy_property,,,,,
v1,mock-44910-42ec35c5,148,11,CASH_CHANGED,,Gemini 3 Flash Preview,-180,buy_property,,,,,
v1,mock-44910-42ec35c5,162,12,CASH_CHANGED,,Grok 4.3,-220,buy_property,,,,,
v1,mock-44910-42ec35c5,176,13,CASH_CHANGED,,OpenAI GPT 5.4 Mini,-280,buy_property,,,,,
v1,mock-44910-42ec35c5,190,14,CASH_CHANGED,,Claude Haiku 4.5,-200,buy_property,,,,,
v1,mock-44910-42ec35c5,199,15,CASH_CHANGED,,Claude Haiku 4.5,200,PASS_GO,,,,,
v1,mock-44910-42ec35c5,251,15,CASH_CHANGED,,OpenAI GPT 5.4 Mini,-70,auction_bid,,,,,
v1,mock-44910-42ec35c5,261,16,CASH_CHANGED,,Gemini 3 Flash Preview,-18,RENT,,,,,
v1,mock-44910-42ec35c5,262,16,CASH_CHANGED,,Grok 4.3,18,RENT,,,,,
v1,mock-44910-42ec35c5,263,16,RENT_PAID,,,,,Gemini 3 Flash Preview,Grok 4.3,18,-18,18
v1,mock-44910-42ec35c5,277,17,CASH_CHANGED,,Grok 4.3,-260,buy_property,,,,,
v1,mock-44910-42ec35c5,291,18,CASH_CHANGED,,Grok 4.3,-400,buy_property,,,,,
v1,mock-44910-42ec35c5,305,20,CASH_CHANGED,,OpenAI GPT 5.4 Mini,-50,RENT,,,,,
v1,mock-44910-42ec35c5,306,20,CASH_CHANGED,,Grok 4.3,50,RENT,,,,,
v1,mock-44910-42ec35c5,307,20,RENT_PAID,,,,,OpenAI GPT 5.4 Mini,Grok 4.3,50,-50,50
