turn_index,phase,active_player_id,player_id,cash,net_worth_estimate,position,in_jail,jail_turns,doubles_count,bankrupt,property_value,building_value,mortgage_liability,property_count,mortgaged_count,houses,hotels,snapshot_file
0,START_TURN,OpenAI GPT 5.4 Mini,OpenAI GPT 5.4 Mini,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0000.json
0,START_TURN,OpenAI GPT 5.4 Mini,Claude Haiku 4.5,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0000.json
0,START_TURN,OpenAI GPT 5.4 Mini,Gemini 3 Flash Preview,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0000.json
0,START_TURN,OpenAI GPT 5.4 Mini,Grok 4.3,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0000.json
1,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 Mini,1360,1500,11,False,0,0,False,140,0,0,1,0,0,0,turn_0001.json
1,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0001.json
1,START_TURN,Claude Haiku 4.5,Gemini 3 Flash Preview,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0001.json
1,START_TURN,Claude Haiku 4.5,Grok 4.3,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0001.json
2,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 Mini,1360,1500,11,False,0,0,False,140,0,0,1,0,0,0,turn_0002.json
2,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1400,1500,6,False,0,1,False,100,0,0,1,0,0,0,turn_0002.json
2,START_TURN,Claude Haiku 4.5,Gemini 3 Flash Preview,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0002.json
2,START_TURN,Claude Haiku 4.5,Grok 4.3,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0002.json
3,START_TURN,Gemini 3 Flash Preview,OpenAI GPT 5.4 Mini,1360,1500,11,False,0,0,False,140,0,0,1,0,0,0,turn_0003.json
3,START_TURN,Gemini 3 Flash Preview,Claude Haiku 4.5,1400,1500,10,False,0,0,False,100,0,0,1,0,0,0,turn_0003.json
3,START_TURN,Gemini 3 Flash Preview,Gemini 3 Flash Preview,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0003.json
3,START_TURN,Gemini 3 Flash Preview,Grok 4.3,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0003.json
4,START_TURN,Grok 4.3,OpenAI GPT 5.4 Mini,1360,1500,11,False,0,0,False,140,0,0,1,0,0,0,turn_0004.json
4,START_TURN,Grok 4.3,Claude Haiku 4.5,1406,1506,10,False,0,0,False,100,0,0,1,0,0,0,turn_0004.json
4,START_TURN,Grok 4.3,Gemini 3 Flash Preview,1494,1494,6,False,0,0,False,0,0,0,0,0,0,0,turn_0004.json
4,START_TURN,Grok 4.3,Grok 4.3,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0004.json
5,START_TURN,OpenAI GPT 5.4 Mini,OpenAI GPT 5.4 Mini,1360,1500,11,False,0,0,False,140,0,0,1,0,0,0,turn_0005.json
5,START_TURN,OpenAI GPT 5.4 Mini,Claude Haiku 4.5,1412,1512,10,False,0,0,False,100,0,0,1,0,0,0,turn_0005.json
5,START_TURN,OpenAI GPT 5.4 Mini,Gemini 3 Flash Preview,1494,1494,6,False,0,0,False,0,0,0,0,0,0,0,turn_0005.json
5,START_TURN,OpenAI GPT 5.4 Mini,Grok 4.3,1494,1494,6,False,0,0,False,0,0,0,0,0,0,0,turn_0005.json
6,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 Mini,1310,1450,17,False,0,0,False,140,0,0,1,0,0,0,turn_0006.json
6,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1412,1512,10,False,0,0,False,100,0,0,1,0,0,0,turn_0006.json
6,START_TURN,Claude Haiku 4.5,Gemini 3 Flash Preview,1494,1494,6,False,0,0,False,0,0,0,0,0,0,0,turn_0006.json
6,START_TURN,Claude Haiku 4.5,Grok 4.3,1494,1494,6,False,0,0,False,0,0,0,0,0,0,0,turn_0006.json
7,START_TURN,Gemini 3 Flash Preview,OpenAI GPT 5.4 Mini,1300,1440,17,False,0,0,False,140,0,0,1,0,0,0,turn_0007.json
7,START_TURN,Gemini 3 Flash Preview,Claude Haiku 4.5,1442,1542,17,False,0,0,False,100,0,0,1,0,0,0,turn_0007.json
7,START_TURN,Gemini 3 Flash Preview,Gemini 3 Flash Preview,1484,1484,6,False,0,0,False,0,0,0,0,0,0,0,turn_0007.json
7,START_TURN,Gemini 3 Flash Preview,Grok 4.3,1484,1484,6,False,0,0,False,0,0,0,0,0,0,0,turn_0007.json
8,START_TURN,Grok 4.3,OpenAI GPT 5.4 Mini,1300,1440,17,False,0,0,False,140,0,0,1,0,0,0,turn_0008.json
8,START_TURN,Grok 4.3,Claude Haiku 4.5,1442,1542,17,False,0,0,False,100,0,0,1,0,0,0,turn_0008.json
8,START_TURN,Grok 4.3,Gemini 3 Flash Preview,1364,1484,9,False,0,0,False,120,0,0,1,0,0,0,turn_0008.json
8,START_TURN,Grok 4.3,Grok 4.3,1484,1484,6,False,0,0,False,0,0,0,0,0,0,0,turn_0008.json
9,START_TURN,OpenAI GPT 5.4 Mini,OpenAI GPT 5.4 Mini,1300,1440,17,False,0,0,False,140,0,0,1,0,0,0,turn_0009.json
9,START_TURN,OpenAI GPT 5.4 Mini,Claude Haiku 4.5,1442,1542,17,False,0,0,False,100,0,0,1,0,0,0,turn_0009.json
9,START_TURN,OpenAI GPT 5.4 Mini,Gemini 3 Flash Preview,1364,1484,9,False,0,0,False,120,0,0,1,0,0,0,turn_0009.json
9,START_TURN,OpenAI GPT 5.4 Mini,Grok 4.3,1284,1484,15,False,0,0,False,200,0,0,1,0,0,0,turn_0009.json
10,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 Mini,1040,1440,26,False,0,0,False,400,0,0,2,0,0,0,turn_0010.json
