trade_id,initiator_player_id,counterparty_player_id,start_event_id,start_seq,start_turn,end_event_id,end_seq,end_turn,outcome,censored,counteroffers,offer_revisions,public_exchange_count,initial_offer,initial_request,final_offer,final_request,event_span,turns_to_resolution,accepted,back_and_forth_count
trade-0001,OpenAI GPT 5.5,Claude Opus 4.8,mock-83265-81ed4937-evt-000323,323,25,mock-83265-81ed4937-evt-000328,328,25,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}",5,0,False,0
trade-0002,OpenAI GPT 5.5,Claude Opus 4.8,mock-83265-81ed4937-evt-000333,333,25,mock-83265-81ed4937-evt-000343,343,25,ACCEPTED,False,1,1,2,"{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""B_O_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[""B_O_RAILROAD""]}",10,0,True,1
trade-0003,OpenAI GPT 5.5,Claude Opus 4.8,mock-83265-81ed4937-evt-000396,396,25,mock-83265-81ed4937-evt-000401,401,25,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0004,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-83265-81ed4937-evt-000406,406,25,mock-83265-81ed4937-evt-000431,431,25,ACCEPTED,False,4,4,5,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE""]}","{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}",25,0,True,4
trade-0005,OpenAI GPT 5.5,Grok 4.3,mock-83265-81ed4937-evt-000447,447,25,mock-83265-81ed4937-evt-000452,452,25,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""BALTIC_AVENUE""]}","{""cash"":50,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""BALTIC_AVENUE""]}","{""cash"":50,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0006,OpenAI GPT 5.5,Grok 4.3,mock-83265-81ed4937-evt-000457,457,25,mock-83265-81ed4937-evt-000462,462,25,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0007,OpenAI GPT 5.5,Claude Opus 4.8,mock-83265-81ed4937-evt-000467,467,25,mock-83265-81ed4937-evt-000472,472,25,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":125,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":125,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0008,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-83265-81ed4937-evt-000477,477,25,mock-83265-81ed4937-evt-000482,482,25,ACCEPTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":100,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":100,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,True,0
trade-0009,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-83265-81ed4937-evt-000497,497,25,mock-83265-81ed4937-evt-000502,502,25,ACCEPTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""BALTIC_AVENUE""]}","{""cash"":30,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""BALTIC_AVENUE""]}","{""cash"":30,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,True,0
trade-0010,Claude Opus 4.8,Gemini 3.1 Pro Preview,mock-83265-81ed4937-evt-000667,667,33,mock-83265-81ed4937-evt-000672,672,33,REJECTED,False,0,0,1,"{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""CONNECTICUT_AVENUE""]}","{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""CONNECTICUT_AVENUE""]}",5,0,False,0
trade-0011,Gemini 3.1 Pro Preview,Claude Opus 4.8,mock-83265-81ed4937-evt-000696,696,35,mock-83265-81ed4937-evt-000716,716,35,ACCEPTED,False,3,3,4,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""CONNECTICUT_AVENUE""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":280,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""CONNECTICUT_AVENUE""]}",20,0,True,3
trade-0012,OpenAI GPT 5.5,Claude Opus 4.8,mock-83265-81ed4937-evt-000920,920,41,mock-83265-81ed4937-evt-000925,925,41,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":50,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":50,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0013,OpenAI GPT 5.5,Grok 4.3,mock-83265-81ed4937-evt-000936,936,41,mock-83265-81ed4937-evt-000941,941,41,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":60,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":60,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0014,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-83265-81ed4937-evt-000946,946,41,mock-83265-81ed4937-evt-000951,951,41,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":40,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":40,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0015,OpenAI GPT 5.5,Grok 4.3,mock-83265-81ed4937-evt-000956,956,41,mock-83265-81ed4937-evt-000961,961,41,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":25,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":25,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0016,OpenAI GPT 5.5,Grok 4.3,mock-83265-81ed4937-evt-001157,1157,46,mock-83265-81ed4937-evt-001162,1162,46,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":45,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":45,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0017,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-83265-81ed4937-evt-001167,1167,46,mock-83265-81ed4937-evt-001172,1172,46,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":25,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""WATER_WORKS""]}","{""cash"":25,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0018,OpenAI GPT 5.5,Grok 4.3,mock-83265-81ed4937-evt-001277,1277,50,mock-83265-81ed4937-evt-001282,1282,50,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":1,""properties"":[""WATER_WORKS""]}","{""cash"":100,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":1,""properties"":[""WATER_WORKS""]}","{""cash"":100,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0019,OpenAI GPT 5.5,Grok 4.3,mock-83265-81ed4937-evt-001287,1287,50,mock-83265-81ed4937-evt-001292,1292,50,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":1,""properties"":[]}","{""cash"":50,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":1,""properties"":[]}","{""cash"":50,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0020,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-83265-81ed4937-evt-001297,1297,50,mock-83265-81ed4937-evt-001302,1302,50,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":1,""properties"":[]}","{""cash"":35,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":1,""properties"":[]}","{""cash"":35,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
