event_id,seq,turn_index,player_id,reason,delta,cash_before,cash_after,running_peak,drawdown_from_peak
mock-83265-81ed4937-evt-000009,9,0,OpenAI GPT 5.5,buy_property,-140,1500,1360,1500,140
mock-83265-81ed4937-evt-000023,23,1,Claude Opus 4.8,buy_property,-100,1500,1400,1500,100
mock-83265-81ed4937-evt-000033,33,2,Gemini 3.1 Pro Preview,BANK_ERROR_COLLECT_200,200,1500,1700,1700,0
mock-83265-81ed4937-evt-000063,63,5,OpenAI GPT 5.5,buy_property,-200,1360,1160,1500,340
mock-83265-81ed4937-evt-000077,77,6,Claude Opus 4.8,buy_property,-160,1400,1240,1500,260
mock-83265-81ed4937-evt-000088,88,7,Gemini 3.1 Pro Preview,PASS_GO,200,1700,1900,1900,0
mock-83265-81ed4937-evt-000104,104,8,Gemini 3.1 Pro Preview,buy_property,-400,1900,1500,1900,400
mock-83265-81ed4937-evt-000126,126,10,OpenAI GPT 5.5,buy_property,-200,1160,960,1500,540
mock-83265-81ed4937-evt-000140,140,11,Claude Opus 4.8,buy_property,-220,1240,1020,1500,480
mock-83265-81ed4937-evt-000149,149,12,Gemini 3.1 Pro Preview,PASS_GO,200,1500,1700,1900,200
mock-83265-81ed4937-evt-000155,155,12,Gemini 3.1 Pro Preview,buy_property,-120,1700,1580,1900,320
mock-83265-81ed4937-evt-000169,169,13,Grok 4.3,buy_property,-260,1500,1240,1500,260
mock-83265-81ed4937-evt-000183,183,14,OpenAI GPT 5.5,buy_property,-300,960,660,1500,840
mock-83265-81ed4937-evt-000192,192,15,OpenAI GPT 5.5,TAX_LUXURY,-100,660,560,1500,940
mock-83265-81ed4937-evt-000206,206,16,Claude Opus 4.8,buy_property,-240,1020,780,1500,720
mock-83265-81ed4937-evt-000216,216,17,Gemini 3.1 Pro Preview,LIFE_INSURANCE_COLLECT_100,100,1580,1680,1900,220
mock-83265-81ed4937-evt-000230,230,18,Grok 4.3,buy_property,-200,1240,1040,1500,460
mock-83265-81ed4937-evt-000239,239,19,OpenAI GPT 5.5,PASS_GO,200,560,760,1500,740
mock-83265-81ed4937-evt-000245,245,19,OpenAI GPT 5.5,buy_property,-60,760,700,1500,800
mock-83265-81ed4937-evt-000259,259,20,Claude Opus 4.8,buy_property,-280,780,500,1500,1000
mock-83265-81ed4937-evt-000268,268,21,Gemini 3.1 Pro Preview,RENT,-16,1680,1664,1900,236
mock-83265-81ed4937-evt-000269,269,21,OpenAI GPT 5.5,RENT,16,700,716,1500,784
mock-83265-81ed4937-evt-000279,279,22,Gemini 3.1 Pro Preview,RENT,-24,1664,1640,1900,260
mock-83265-81ed4937-evt-000280,280,22,Claude Opus 4.8,RENT,24,500,524,1500,976
mock-83265-81ed4937-evt-000295,295,23,Gemini 3.1 Pro Preview,buy_property,-300,1640,1340,1900,560
mock-83265-81ed4937-evt-000304,304,24,Grok 4.3,PASS_GO,200,1040,1240,1500,260
mock-83265-81ed4937-evt-000318,318,25,OpenAI GPT 5.5,buy_property,-140,716,576,1500,924
mock-83265-81ed4937-evt-000344,344,25,OpenAI GPT 5.5,TRADE_CASH,-250,576,326,1500,1174
mock-83265-81ed4937-evt-000345,345,25,Claude Opus 4.8,TRADE_CASH,250,524,774,1500,726
mock-83265-81ed4937-evt-000352,352,25,OpenAI GPT 5.5,BUILD,-300,326,26,1500,1474
mock-83265-81ed4937-evt-000360,360,25,OpenAI GPT 5.5,MORTGAGE,150,26,176,1500,1324
mock-83265-81ed4937-evt-000366,366,25,OpenAI GPT 5.5,BUILD,-100,176,76,1500,1424
mock-83265-81ed4937-evt-000372,372,25,OpenAI GPT 5.5,MORTGAGE,100,76,176,1500,1324
mock-83265-81ed4937-evt-000378,378,25,OpenAI GPT 5.5,BUILD,-100,176,76,1500,1424
mock-83265-81ed4937-evt-000384,384,25,OpenAI GPT 5.5,MORTGAGE,30,76,106,1500,1394
mock-83265-81ed4937-evt-000390,390,25,OpenAI GPT 5.5,BUILD,-100,106,6,1500,1494
mock-83265-81ed4937-evt-000432,432,25,Gemini 3.1 Pro Preview,TRADE_CASH,-250,1340,1090,1900,810
mock-83265-81ed4937-evt-000433,433,25,OpenAI GPT 5.5,TRADE_CASH,250,6,256,1500,1244
mock-83265-81ed4937-evt-000435,435,25,Gemini 3.1 Pro Preview,MORTGAGE_INTEREST,-15,1090,1075,1900,825
mock-83265-81ed4937-evt-000440,440,25,OpenAI GPT 5.5,BUILD,-200,256,56,1500,1444
mock-83265-81ed4937-evt-000483,483,25,Gemini 3.1 Pro Preview,TRADE_CASH,-100,1075,975,1900,925
mock-83265-81ed4937-evt-000484,484,25,OpenAI GPT 5.5,TRADE_CASH,100,56,156,1500,1344
mock-83265-81ed4937-evt-000486,486,25,Gemini 3.1 Pro Preview,MORTGAGE_INTEREST,-10,975,965,1900,935
mock-83265-81ed4937-evt-000491,491,25,OpenAI GPT 5.5,BUILD,-100,156,56,1500,1444
mock-83265-81ed4937-evt-000503,503,25,Gemini 3.1 Pro Preview,TRADE_CASH,-30,965,935,1900,965
mock-83265-81ed4937-evt-000504,504,25,OpenAI GPT 5.5,TRADE_CASH,30,56,86,1500,1414
