turn_index,phase,active_player_id,houses_remaining,hotels_remaining,snapshot_file
0,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0000.json
1,START_TURN,Claude Haiku 4.5,32,12,turn_0001.json
2,START_TURN,Claude Haiku 4.5,32,12,turn_0002.json
3,START_TURN,Gemini 3 Flash Preview,32,12,turn_0003.json
4,START_TURN,Grok 4.3,32,12,turn_0004.json
5,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0005.json
6,START_TURN,Claude Haiku 4.5,32,12,turn_0006.json
7,START_TURN,Gemini 3 Flash Preview,32,12,turn_0007.json
8,START_TURN,Grok 4.3,32,12,turn_0008.json
9,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0009.json
10,START_TURN,Claude Haiku 4.5,32,12,turn_0010.json
11,START_TURN,Gemini 3 Flash Preview,32,12,turn_0011.json
12,START_TURN,Grok 4.3,32,12,turn_0012.json
13,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0013.json
14,START_TURN,Claude Haiku 4.5,32,12,turn_0014.json
15,START_TURN,Claude Haiku 4.5,32,12,turn_0015.json
16,START_TURN,Gemini 3 Flash Preview,32,12,turn_0016.json
17,START_TURN,Grok 4.3,32,12,turn_0017.json
18,START_TURN,Grok 4.3,32,12,turn_0018.json
19,START_TURN,Grok 4.3,32,12,turn_0019.json
20,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0020.json
21,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0021.json
22,START_TURN,Claude Haiku 4.5,32,12,turn_0022.json
23,START_TURN,Gemini 3 Flash Preview,32,12,turn_0023.json
24,START_TURN,Grok 4.3,32,12,turn_0024.json
25,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0025.json
26,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0026.json
27,START_TURN,Claude Haiku 4.5,32,12,turn_0027.json
28,START_TURN,Gemini 3 Flash Preview,32,12,turn_0028.json
29,START_TURN,Grok 4.3,32,12,turn_0029.json
30,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0030.json
31,START_TURN,Claude Haiku 4.5,32,12,turn_0031.json
32,START_TURN,Gemini 3 Flash Preview,32,12,turn_0032.json
33,START_TURN,Grok 4.3,32,12,turn_0033.json
34,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0034.json
35,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0035.json
36,START_TURN,Claude Haiku 4.5,32,12,turn_0036.json
37,START_TURN,Gemini 3 Flash Preview,32,12,turn_0037.json
38,START_TURN,Grok 4.3,32,12,turn_0038.json
39,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0039.json
40,START_TURN,Claude Haiku 4.5,32,12,turn_0040.json
41,START_TURN,Gemini 3 Flash Preview,32,12,turn_0041.json
42,START_TURN,Grok 4.3,32,12,turn_0042.json
43,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0043.json
44,START_TURN,Claude Haiku 4.5,32,12,turn_0044.json
45,START_TURN,Gemini 3 Flash Preview,32,12,turn_0045.json
46,START_TURN,Gemini 3 Flash Preview,32,12,turn_0046.json
47,START_TURN,Grok 4.3,32,12,turn_0047.json
48,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0048.json
49,START_TURN,Claude Haiku 4.5,32,12,turn_0049.json
50,START_TURN,Gemini 3 Flash Preview,32,12,turn_0050.json
51,START_TURN,Grok 4.3,32,12,turn_0051.json
52,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0052.json
53,START_TURN,Claude Haiku 4.5,32,12,turn_0053.json
54,START_TURN,Gemini 3 Flash Preview,32,12,turn_0054.json
55,START_TURN,Grok 4.3,32,12,turn_0055.json
56,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0056.json
57,START_TURN,Claude Haiku 4.5,32,12,turn_0057.json
58,START_TURN,Gemini 3 Flash Preview,32,12,turn_0058.json
59,START_TURN,Grok 4.3,32,12,turn_0059.json
60,START_TURN,OpenAI GPT 5.4 Mini,32,12,turn_0060.json
61,START_TURN,Claude Haiku 4.5,32,12,turn_0061.json
62,START_TURN,Gemini 3 Flash Preview,32,12,turn_0062.json
63,START_TURN,Grok 4.3,32,12,turn_0063.json
64,START_TURN,OpenAI GPT 5.4 Mini,31,12,turn_0064.json
65,START_TURN,Claude Haiku 4.5,31,12,turn_0065.json
66,START_TURN,Gemini 3 Flash Preview,31,12,turn_0066.json
67,START_TURN,Grok 4.3,29,12,turn_0067.json
68,START_TURN,OpenAI GPT 5.4 Mini,29,12,turn_0068.json
69,START_TURN,Claude Haiku 4.5,29,12,turn_0069.json
70,START_TURN,Gemini 3 Flash Preview,29,12,turn_0070.json
71,START_TURN,Grok 4.3,28,12,turn_0071.json
72,START_TURN,OpenAI GPT 5.4 Mini,28,12,turn_0072.json
73,START_TURN,Claude Haiku 4.5,28,12,turn_0073.json
74,START_TURN,Gemini 3 Flash Preview,28,12,turn_0074.json
75,START_TURN,Grok 4.3,28,12,turn_0075.json
76,START_TURN,OpenAI GPT 5.4 Mini,26,12,turn_0076.json
77,START_TURN,Claude Haiku 4.5,26,12,turn_0077.json
78,START_TURN,Gemini 3 Flash Preview,26,12,turn_0078.json
79,START_TURN,Grok 4.3,23,12,turn_0079.json
80,START_TURN,OpenAI GPT 5.4 Mini,23,12,turn_0080.json
81,START_TURN,OpenAI GPT 5.4 Mini,23,12,turn_0081.json
82,START_TURN,Claude Haiku 4.5,23,12,turn_0082.json
83,START_TURN,Gemini 3 Flash Preview,23,12,turn_0083.json
84,START_TURN,Grok 4.3,22,12,turn_0084.json
85,START_TURN,OpenAI GPT 5.4 Mini,22,12,turn_0085.json
86,START_TURN,Claude Haiku 4.5,22,12,turn_0086.json
87,START_TURN,Gemini 3 Flash Preview,22,12,turn_0087.json
88,START_TURN,Grok 4.3,20,12,turn_0088.json
89,START_TURN,OpenAI GPT 5.4 Mini,20,12,turn_0089.json
90,START_TURN,Claude Haiku 4.5,20,12,turn_0090.json
91,START_TURN,Claude Haiku 4.5,20,12,turn_0091.json
92,START_TURN,Gemini 3 Flash Preview,20,12,turn_0092.json
93,START_TURN,Grok 4.3,20,12,turn_0093.json
94,START_TURN,Grok 4.3,19,12,turn_0094.json
95,START_TURN,OpenAI GPT 5.4 Mini,19,12,turn_0095.json
96,START_TURN,Claude Haiku 4.5,19,12,turn_0096.json
97,START_TURN,Gemini 3 Flash Preview,19,12,turn_0097.json
98,START_TURN,Grok 4.3,19,12,turn_0098.json
99,START_TURN,OpenAI GPT 5.4 Mini,19,12,turn_0099.json
100,START_TURN,Claude Haiku 4.5,19,12,turn_0100.json
101,START_TURN,Claude Haiku 4.5,19,12,turn_0101.json
102,START_TURN,Gemini 3 Flash Preview,19,12,turn_0102.json
103,START_TURN,Grok 4.3,16,12,turn_0103.json
104,START_TURN,OpenAI GPT 5.4 Mini,15,12,turn_0104.json
105,START_TURN,Claude Haiku 4.5,15,12,turn_0105.json
106,START_TURN,Gemini 3 Flash Preview,15,12,turn_0106.json
107,START_TURN,Grok 4.3,15,12,turn_0107.json
108,START_TURN,OpenAI GPT 5.4 Mini,15,12,turn_0108.json
109,START_TURN,OpenAI GPT 5.4 Mini,15,10,turn_0109.json
110,START_TURN,Claude Haiku 4.5,15,12,turn_0110.json
111,START_TURN,Gemini 3 Flash Preview,15,12,turn_0111.json
112,START_TURN,Grok 4.3,15,12,turn_0112.json
113,START_TURN,Claude Haiku 4.5,14,12,turn_0113.json
114,START_TURN,Claude Haiku 4.5,14,12,turn_0114.json
115,START_TURN,Gemini 3 Flash Preview,14,12,turn_0115.json
116,START_TURN,Grok 4.3,14,12,turn_0116.json
117,START_TURN,Grok 4.3,14,12,turn_0117.json
118,START_TURN,Claude Haiku 4.5,14,12,turn_0118.json
119,START_TURN,Gemini 3 Flash Preview,14,12,turn_0119.json
120,START_TURN,Grok 4.3,14,12,turn_0120.json
121,START_TURN,Claude Haiku 4.5,12,12,turn_0121.json
122,START_TURN,Claude Haiku 4.5,12,12,turn_0122.json
123,START_TURN,Claude Haiku 4.5,12,12,turn_0123.json
124,START_TURN,Gemini 3 Flash Preview,12,12,turn_0124.json
125,START_TURN,Grok 4.3,12,12,turn_0125.json
126,START_TURN,Claude Haiku 4.5,12,12,turn_0126.json
127,START_TURN,Claude Haiku 4.5,12,12,turn_0127.json
128,START_TURN,Gemini 3 Flash Preview,12,12,turn_0128.json
129,START_TURN,Grok 4.3,12,12,turn_0129.json
130,START_TURN,Claude Haiku 4.5,12,12,turn_0130.json
131,START_TURN,Gemini 3 Flash Preview,12,12,turn_0131.json
132,START_TURN,Grok 4.3,12,12,turn_0132.json
133,START_TURN,Claude Haiku 4.5,11,12,turn_0133.json
134,START_TURN,Gemini 3 Flash Preview,11,12,turn_0134.json
135,START_TURN,Grok 4.3,11,12,turn_0135.json
136,START_TURN,Claude Haiku 4.5,11,12,turn_0136.json
137,START_TURN,Gemini 3 Flash Preview,11,12,turn_0137.json
138,START_TURN,Grok 4.3,11,12,turn_0138.json
139,START_TURN,Claude Haiku 4.5,11,12,turn_0139.json
140,START_TURN,Gemini 3 Flash Preview,11,12,turn_0140.json
141,START_TURN,Grok 4.3,11,12,turn_0141.json
142,START_TURN,Claude Haiku 4.5,11,12,turn_0142.json
143,START_TURN,Gemini 3 Flash Preview,11,12,turn_0143.json
144,START_TURN,Grok 4.3,11,12,turn_0144.json
145,START_TURN,Claude Haiku 4.5,11,12,turn_0145.json
146,START_TURN,Gemini 3 Flash Preview,11,12,turn_0146.json
147,START_TURN,Gemini 3 Flash Preview,11,12,turn_0147.json
148,START_TURN,Grok 4.3,11,12,turn_0148.json
149,START_TURN,Claude Haiku 4.5,11,12,turn_0149.json
150,START_TURN,Gemini 3 Flash Preview,11,12,turn_0150.json
151,START_TURN,Grok 4.3,11,12,turn_0151.json
152,START_TURN,Claude Haiku 4.5,11,12,turn_0152.json
153,START_TURN,Gemini 3 Flash Preview,11,12,turn_0153.json
154,START_TURN,Grok 4.3,11,12,turn_0154.json
155,START_TURN,Claude Haiku 4.5,11,12,turn_0155.json
156,START_TURN,Gemini 3 Flash Preview,11,12,turn_0156.json
157,START_TURN,Grok 4.3,11,12,turn_0157.json
158,START_TURN,Claude Haiku 4.5,11,12,turn_0158.json
159,START_TURN,Gemini 3 Flash Preview,11,12,turn_0159.json
160,START_TURN,Grok 4.3,11,12,turn_0160.json
161,START_TURN,Grok 4.3,11,12,turn_0161.json
162,START_TURN,Grok 4.3,11,12,turn_0162.json
163,START_TURN,Claude Haiku 4.5,11,12,turn_0163.json
164,START_TURN,Gemini 3 Flash Preview,11,12,turn_0164.json
165,START_TURN,Grok 4.3,11,12,turn_0165.json
166,START_TURN,Claude Haiku 4.5,11,12,turn_0166.json
167,START_TURN,Gemini 3 Flash Preview,11,12,turn_0167.json
168,START_TURN,Grok 4.3,2,12,turn_0168.json
169,START_TURN,Gemini 3 Flash Preview,2,12,turn_0169.json
170,START_TURN,Grok 4.3,2,12,turn_0170.json
171,START_TURN,Gemini 3 Flash Preview,2,12,turn_0171.json
172,START_TURN,Grok 4.3,0,12,turn_0172.json
173,START_TURN,Gemini 3 Flash Preview,0,12,turn_0173.json
174,START_TURN,Grok 4.3,2,12,turn_0174.json
175,START_TURN,Grok 4.3,2,12,turn_0175.json
176,START_TURN,Gemini 3 Flash Preview,2,12,turn_0176.json
177,START_TURN,Grok 4.3,2,12,turn_0177.json
178,START_TURN,Gemini 3 Flash Preview,2,12,turn_0178.json
179,START_TURN,Grok 4.3,2,12,turn_0179.json
180,START_TURN,Gemini 3 Flash Preview,2,12,turn_0180.json
181,START_TURN,Grok 4.3,0,12,turn_0181.json
182,START_TURN,Grok 4.3,0,12,turn_0182.json
183,START_TURN,Gemini 3 Flash Preview,0,12,turn_0183.json
184,START_TURN,Grok 4.3,0,12,turn_0184.json
185,START_TURN,Gemini 3 Flash Preview,0,12,turn_0185.json
186,START_TURN,Grok 4.3,0,12,turn_0186.json
187,START_TURN,Gemini 3 Flash Preview,0,12,turn_0187.json
188,START_TURN,Grok 4.3,0,12,turn_0188.json
189,START_TURN,Grok 4.3,0,12,turn_0189.json
190,START_TURN,Gemini 3 Flash Preview,0,12,turn_0190.json
191,START_TURN,Grok 4.3,0,12,turn_0191.json
192,START_TURN,Grok 4.3,0,12,turn_0192.json
193,START_TURN,Grok 4.3,0,12,turn_0193.json
194,START_TURN,Gemini 3 Flash Preview,0,12,turn_0194.json
195,START_TURN,Grok 4.3,0,12,turn_0195.json
196,START_TURN,Grok 4.3,0,12,turn_0196.json
197,START_TURN,Gemini 3 Flash Preview,0,12,turn_0197.json
198,START_TURN,Grok 4.3,0,12,turn_0198.json
199,START_TURN,Grok 4.3,0,12,turn_0199.json
200,START_TURN,Gemini 3 Flash Preview,0,12,turn_0200.json
201,START_TURN,Grok 4.3,0,12,turn_0201.json
202,START_TURN,Gemini 3 Flash Preview,0,12,turn_0202.json
203,START_TURN,Gemini 3 Flash Preview,0,12,turn_0203.json
204,START_TURN,Grok 4.3,0,12,turn_0204.json
205,START_TURN,Grok 4.3,0,12,turn_0205.json
206,START_TURN,Gemini 3 Flash Preview,0,12,turn_0206.json
207,START_TURN,Grok 4.3,0,12,turn_0207.json
208,START_TURN,Gemini 3 Flash Preview,0,12,turn_0208.json
209,START_TURN,Grok 4.3,0,12,turn_0209.json
210,START_TURN,Gemini 3 Flash Preview,0,12,turn_0210.json
211,START_TURN,Grok 4.3,0,12,turn_0211.json
212,START_TURN,Gemini 3 Flash Preview,0,12,turn_0212.json
213,START_TURN,Grok 4.3,0,12,turn_0213.json
214,START_TURN,Gemini 3 Flash Preview,0,12,turn_0214.json
215,START_TURN,Grok 4.3,0,12,turn_0215.json
216,START_TURN,Grok 4.3,0,12,turn_0216.json
217,START_TURN,Gemini 3 Flash Preview,0,12,turn_0217.json
218,START_TURN,Grok 4.3,0,12,turn_0218.json
219,START_TURN,Grok 4.3,0,12,turn_0219.json
220,START_TURN,Gemini 3 Flash Preview,0,12,turn_0220.json
221,START_TURN,Grok 4.3,0,12,turn_0221.json
222,START_TURN,Gemini 3 Flash Preview,0,12,turn_0222.json
223,START_TURN,Grok 4.3,0,12,turn_0223.json
224,START_TURN,Gemini 3 Flash Preview,0,12,turn_0224.json
225,START_TURN,Grok 4.3,0,12,turn_0225.json
226,START_TURN,Gemini 3 Flash Preview,0,12,turn_0226.json
227,START_TURN,Grok 4.3,0,12,turn_0227.json
228,START_TURN,Grok 4.3,0,12,turn_0228.json
229,START_TURN,Gemini 3 Flash Preview,0,12,turn_0229.json
230,START_TURN,Grok 4.3,0,12,turn_0230.json
231,START_TURN,Grok 4.3,0,12,turn_0231.json
232,START_TURN,Gemini 3 Flash Preview,0,12,turn_0232.json
233,START_TURN,Grok 4.3,0,12,turn_0233.json
234,START_TURN,Gemini 3 Flash Preview,0,12,turn_0234.json
235,START_TURN,Grok 4.3,0,12,turn_0235.json
236,START_TURN,Grok 4.3,0,12,turn_0236.json
237,START_TURN,Grok 4.3,0,12,turn_0237.json
238,START_TURN,Gemini 3 Flash Preview,0,12,turn_0238.json
239,START_TURN,Gemini 3 Flash Preview,0,12,turn_0239.json
240,START_TURN,Grok 4.3,0,12,turn_0240.json
241,START_TURN,Gemini 3 Flash Preview,0,12,turn_0241.json
242,START_TURN,Gemini 3 Flash Preview,0,12,turn_0242.json
243,START_TURN,Grok 4.3,0,12,turn_0243.json
244,START_TURN,Gemini 3 Flash Preview,0,12,turn_0244.json
245,START_TURN,Grok 4.3,0,12,turn_0245.json
246,START_TURN,Gemini 3 Flash Preview,0,12,turn_0246.json
247,START_TURN,Grok 4.3,0,12,turn_0247.json
248,START_TURN,Gemini 3 Flash Preview,0,12,turn_0248.json
249,START_TURN,Grok 4.3,0,12,turn_0249.json
250,START_TURN,Grok 4.3,0,12,turn_0250.json
251,START_TURN,Gemini 3 Flash Preview,0,12,turn_0251.json
252,START_TURN,Grok 4.3,0,12,turn_0252.json
253,START_TURN,Gemini 3 Flash Preview,0,12,turn_0253.json
254,START_TURN,Grok 4.3,0,12,turn_0254.json
255,START_TURN,Gemini 3 Flash Preview,0,12,turn_0255.json
256,START_TURN,Grok 4.3,0,12,turn_0256.json
257,START_TURN,Gemini 3 Flash Preview,0,12,turn_0257.json
258,START_TURN,Grok 4.3,0,12,turn_0258.json
259,START_TURN,Gemini 3 Flash Preview,0,12,turn_0259.json
260,START_TURN,Grok 4.3,0,12,turn_0260.json
261,START_TURN,Gemini 3 Flash Preview,2,12,turn_0261.json
262,START_TURN,Grok 4.3,0,12,turn_0262.json
263,START_TURN,Grok 4.3,3,12,turn_0263.json
264,START_TURN,Grok 4.3,5,12,turn_0264.json
265,START_TURN,Gemini 3 Flash Preview,6,12,turn_0265.json
266,START_TURN,Grok 4.3,0,12,turn_0266.json
267,START_TURN,Gemini 3 Flash Preview,0,12,turn_0267.json
268,START_TURN,Gemini 3 Flash Preview,0,12,turn_0268.json
269,START_TURN,Grok 4.3,0,12,turn_0269.json
270,START_TURN,Gemini 3 Flash Preview,0,12,turn_0270.json
271,START_TURN,Gemini 3 Flash Preview,0,12,turn_0271.json
272,START_TURN,Grok 4.3,0,12,turn_0272.json
273,GAME_OVER,Gemini 3 Flash Preview,1,12,turn_0273.json
