schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,delta,reason,from_player_id,to_player_id,amount,payer_delta,receiver_delta
v1,mock-3676466999-527872e4,9,0,CASH_CHANGED,,Claude Opus 4.8,-140,buy_property,,,,,
v1,mock-3676466999-527872e4,23,1,CASH_CHANGED,,Gemini 3.1 Pro Preview,-100,buy_property,,,,,
v1,mock-3676466999-527872e4,45,4,CASH_CHANGED,,Grok 4.3,-10,RENT,,,,,
v1,mock-3676466999-527872e4,46,4,CASH_CHANGED,,Claude Opus 4.8,10,RENT,,,,,
v1,mock-3676466999-527872e4,47,4,RENT_PAID,,,,,Grok 4.3,Claude Opus 4.8,10,-10,10
v1,mock-3676466999-527872e4,56,5,CASH_CHANGED,,OpenAI GPT 5.5,-6,RENT,,,,,
v1,mock-3676466999-527872e4,57,5,CASH_CHANGED,,Gemini 3.1 Pro Preview,6,RENT,,,,,
v1,mock-3676466999-527872e4,58,5,RENT_PAID,,,,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,6,-6,6
v1,mock-3676466999-527872e4,102,6,CASH_CHANGED,,Claude Opus 4.8,-180,buy_property,,,,,
v1,mock-3676466999-527872e4,113,7,CASH_CHANGED,,Gemini 3.1 Pro Preview,-50,JAIL_FINE,,,,,
v1,mock-3676466999-527872e4,121,7,CASH_CHANGED,,Gemini 3.1 Pro Preview,-180,buy_property,,,,,
v1,mock-3676466999-527872e4,143,9,CASH_CHANGED,,Grok 4.3,-200,buy_property,,,,,
v1,mock-3676466999-527872e4,157,10,CASH_CHANGED,,OpenAI GPT 5.5,-140,buy_property,,,,,
v1,mock-3676466999-527872e4,188,10,CASH_CHANGED,,OpenAI GPT 5.5,-130,TRADE_CASH,,,,,
v1,mock-3676466999-527872e4,189,10,CASH_CHANGED,,Claude Opus 4.8,130,TRADE_CASH,,,,,
v1,mock-3676466999-527872e4,235,11,CASH_CHANGED,,Claude Opus 4.8,-260,buy_property,,,,,
v1,mock-3676466999-527872e4,249,12,CASH_CHANGED,,Gemini 3.1 Pro Preview,-150,buy_property,,,,,
v1,mock-3676466999-527872e4,263,13,CASH_CHANGED,,Gemini 3.1 Pro Preview,-320,buy_property,,,,,
v1,mock-3676466999-527872e4,277,14,CASH_CHANGED,,Gemini 3.1 Pro Preview,-400,buy_property,,,,,
v1,mock-3676466999-527872e4,291,15,CASH_CHANGED,,Grok 4.3,-220,buy_property,,,,,
v1,mock-3676466999-527872e4,300,16,CASH_CHANGED,,OpenAI GPT 5.5,-14,RENT,,,,,
v1,mock-3676466999-527872e4,301,16,CASH_CHANGED,,Gemini 3.1 Pro Preview,14,RENT,,,,,
v1,mock-3676466999-527872e4,302,16,RENT_PAID,,,,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,14,-14,14
v1,mock-3676466999-527872e4,361,17,CASH_CHANGED,,Claude Opus 4.8,-28,RENT,,,,,
v1,mock-3676466999-527872e4,362,17,CASH_CHANGED,,Gemini 3.1 Pro Preview,28,RENT,,,,,
v1,mock-3676466999-527872e4,363,17,RENT_PAID,,,,,Claude Opus 4.8,Gemini 3.1 Pro Preview,28,-28,28
v1,mock-3676466999-527872e4,372,18,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,PASS_GO,,,,,
v1,mock-3676466999-527872e4,375,18,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,PASS_GO,,,,,
v1,mock-3676466999-527872e4,395,20,CASH_CHANGED,,OpenAI GPT 5.5,-200,buy_property,,,,,
v1,mock-3676466999-527872e4,434,21,CASH_CHANGED,,Claude Opus 4.8,-50,RENT,,,,,
v1,mock-3676466999-527872e4,435,21,CASH_CHANGED,,Gemini 3.1 Pro Preview,50,RENT,,,,,
v1,mock-3676466999-527872e4,436,21,RENT_PAID,,,,,Claude Opus 4.8,Gemini 3.1 Pro Preview,50,-50,50
v1,mock-3676466999-527872e4,450,22,CASH_CHANGED,,Gemini 3.1 Pro Preview,-100,buy_property,,,,,
v1,mock-3676466999-527872e4,472,25,CASH_CHANGED,,Claude Opus 4.8,200,PASS_GO,,,,,
