trade_id,initiator_player_id,counterparty_player_id,start_event_id,start_seq,start_turn,end_event_id,end_seq,end_turn,outcome,censored,counteroffers,offer_revisions,public_exchange_count,initial_offer,initial_request,final_offer,final_request,event_span,turns_to_resolution,accepted,back_and_forth_count
trade-0001,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-3676466999-527872e4-evt-000063,63,5,mock-3676466999-527872e4-evt-000068,68,5,REJECTED,False,0,0,1,"{""cash"":140,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VERMONT_AVENUE""]}","{""cash"":140,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VERMONT_AVENUE""]}",5,0,False,0
trade-0002,OpenAI GPT 5.5,Claude Opus 4.8,mock-3676466999-527872e4-evt-000073,73,5,mock-3676466999-527872e4-evt-000078,78,5,REJECTED,False,0,0,1,"{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_CHARLES_PLACE""]}","{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_CHARLES_PLACE""]}",5,0,False,0
trade-0003,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-3676466999-527872e4-evt-000083,83,5,mock-3676466999-527872e4-evt-000088,88,5,REJECTED,False,0,0,1,"{""cash"":170,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VERMONT_AVENUE""]}","{""cash"":170,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VERMONT_AVENUE""]}",5,0,False,0
trade-0004,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-3676466999-527872e4-evt-000162,162,10,mock-3676466999-527872e4-evt-000167,167,10,REJECTED,False,0,0,1,"{""cash"":70,""get_out_of_jail_cards"":0,""properties"":[""STATES_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]}","{""cash"":70,""get_out_of_jail_cards"":0,""properties"":[""STATES_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]}",5,0,False,0
trade-0005,OpenAI GPT 5.5,Claude Opus 4.8,mock-3676466999-527872e4-evt-000172,172,10,mock-3676466999-527872e4-evt-000187,187,10,ACCEPTED,False,2,2,3,"{""cash"":100,""get_out_of_jail_cards"":0,""properties"":[""STATES_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]}","{""cash"":130,""get_out_of_jail_cards"":0,""properties"":[""STATES_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]}",15,0,True,2
trade-0006,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-3676466999-527872e4-evt-000196,196,10,mock-3676466999-527872e4-evt-000201,201,10,REJECTED,False,0,0,1,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]}",5,0,False,0
trade-0007,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-3676466999-527872e4-evt-000206,206,10,mock-3676466999-527872e4-evt-000211,211,10,REJECTED,False,0,0,1,"{""cash"":120,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE"",""VERMONT_AVENUE""]}","{""cash"":120,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE"",""VERMONT_AVENUE""]}",5,0,False,0
trade-0008,OpenAI GPT 5.5,Claude Opus 4.8,mock-3676466999-527872e4-evt-000216,216,10,mock-3676466999-527872e4-evt-000221,221,10,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_CHARLES_PLACE"",""STATES_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_CHARLES_PLACE"",""STATES_AVENUE""]}",5,0,False,0
trade-0009,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-3676466999-527872e4-evt-000307,307,16,mock-3676466999-527872e4-evt-000312,312,16,REJECTED,False,0,0,1,"{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]}","{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE""]}",5,0,False,0
trade-0010,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,mock-3676466999-527872e4-evt-000317,317,16,mock-3676466999-527872e4-evt-000322,322,16,REJECTED,False,0,0,1,"{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE"",""VERMONT_AVENUE""]}","{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[""TENNESSEE_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ST_JAMES_PLACE"",""VERMONT_AVENUE""]}",5,0,False,0
