event_id,seq,turn_index,player_id,reason,delta,cash_before,cash_after,running_peak,drawdown_from_peak
mock-2413970733-53b199c1-evt-000009,9,0,Claude Opus 4.8,buy_property,-100,1500,1400,1500,100
mock-2413970733-53b199c1-evt-000023,23,1,Gemini 3.1 Pro Preview,buy_property,-120,1500,1380,1500,120
mock-2413970733-53b199c1-evt-000037,37,2,Grok 4.3,buy_property,-200,1500,1300,1500,200
mock-2413970733-53b199c1-evt-000046,46,3,OpenAI GPT 5.5,RENT,-25,1500,1475,1500,25
mock-2413970733-53b199c1-evt-000047,47,3,Grok 4.3,RENT,25,1300,1325,1500,175
mock-2413970733-53b199c1-evt-000092,92,4,Claude Opus 4.8,buy_property,-140,1400,1260,1500,240
mock-2413970733-53b199c1-evt-000114,114,6,Grok 4.3,buy_property,-200,1325,1125,1500,375
mock-2413970733-53b199c1-evt-000123,123,7,OpenAI GPT 5.5,RENT,-50,1475,1425,1500,75
mock-2413970733-53b199c1-evt-000124,124,7,Grok 4.3,RENT,50,1125,1175,1500,325
mock-2413970733-53b199c1-evt-000169,169,8,Claude Opus 4.8,buy_property,-180,1260,1080,1500,420
mock-2413970733-53b199c1-evt-000183,183,9,Gemini 3.1 Pro Preview,buy_property,-240,1380,1140,1500,360
mock-2413970733-53b199c1-evt-000193,193,10,Grok 4.3,BANK_PAYS_YOU_DIVIDEND_50,50,1175,1225,1500,275
mock-2413970733-53b199c1-evt-000243,243,12,Claude Opus 4.8,PASS_GO,200,1080,1280,1500,220
mock-2413970733-53b199c1-evt-000244,244,12,Claude Opus 4.8,RENT,-50,1280,1230,1500,270
mock-2413970733-53b199c1-evt-000245,245,12,Grok 4.3,RENT,50,1225,1275,1500,225
mock-2413970733-53b199c1-evt-000260,260,13,Claude Opus 4.8,buy_property,-140,1230,1090,1500,410
mock-2413970733-53b199c1-evt-000274,274,14,Gemini 3.1 Pro Preview,buy_property,-300,1140,840,1500,660
mock-2413970733-53b199c1-evt-000288,288,15,Grok 4.3,buy_property,-200,1275,1075,1500,425
mock-2413970733-53b199c1-evt-000308,308,17,Claude Opus 4.8,buy_property,-220,1090,870,1500,630
mock-2413970733-53b199c1-evt-000317,317,18,Gemini 3.1 Pro Preview,PASS_GO,200,840,1040,1500,460
mock-2413970733-53b199c1-evt-000337,337,20,OpenAI GPT 5.5,JAIL_FINE,-50,1425,1375,1500,125
mock-2413970733-53b199c1-evt-000340,340,20,OpenAI GPT 5.5,RENT,-14,1375,1361,1500,139
mock-2413970733-53b199c1-evt-000341,341,20,Claude Opus 4.8,RENT,14,870,884,1500,616
mock-2413970733-53b199c1-evt-000403,403,20,OpenAI GPT 5.5,TRADE_CASH,-220,1361,1141,1500,359
mock-2413970733-53b199c1-evt-000404,404,20,Claude Opus 4.8,TRADE_CASH,220,884,1104,1500,396
mock-2413970733-53b199c1-evt-000439,439,21,Claude Opus 4.8,buy_property,-260,1104,844,1500,656
mock-2413970733-53b199c1-evt-000453,453,22,Claude Opus 4.8,buy_property,-200,844,644,1500,856
mock-2413970733-53b199c1-evt-000462,462,23,Gemini 3.1 Pro Preview,RENT,-100,1040,940,1500,560
mock-2413970733-53b199c1-evt-000463,463,23,Grok 4.3,RENT,100,1075,1175,1500,325
mock-2413970733-53b199c1-evt-000473,473,24,Grok 4.3,PASS_GO,200,1175,1375,1500,125
mock-2413970733-53b199c1-evt-000510,510,24,OpenAI GPT 5.5,auction_bid,-80,1141,1061,1500,439
mock-2413970733-53b199c1-evt-000520,520,25,Grok 4.3,TAX_INCOME,-200,1375,1175,1500,325
mock-2413970733-53b199c1-evt-000529,529,26,OpenAI GPT 5.5,RENT,-20,1061,1041,1500,459
mock-2413970733-53b199c1-evt-000530,530,26,Gemini 3.1 Pro Preview,RENT,20,940,960,1500,540
mock-2413970733-53b199c1-evt-000572,572,26,OpenAI GPT 5.5,TRADE_CASH,-350,1041,691,1500,809
mock-2413970733-53b199c1-evt-000573,573,26,Gemini 3.1 Pro Preview,TRADE_CASH,350,960,1310,1500,190
mock-2413970733-53b199c1-evt-000584,584,27,Claude Opus 4.8,PASS_GO,200,644,844,1500,656
mock-2413970733-53b199c1-evt-000586,586,27,Claude Opus 4.8,SCHOOL_FEES_PAY_50,-50,844,794,1500,706
