turn_index,phase,active_player_id,player_id,cash,net_worth_estimate,position,in_jail,jail_turns,doubles_count,bankrupt,property_value,building_value,mortgage_liability,property_count,mortgaged_count,houses,hotels,snapshot_file
0,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0000.json
0,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0000.json
0,START_TURN,Claude Opus 4.8,Grok 4.3,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0000.json
0,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0000.json
1,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1260,1500,24,False,0,0,False,240,0,0,1,0,0,0,turn_0001.json
1,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0001.json
1,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0001.json
1,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0001.json
2,START_TURN,Grok 4.3,Claude Opus 4.8,1260,1500,24,False,0,0,False,240,0,0,1,0,0,0,turn_0002.json
2,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1400,1500,8,False,0,0,False,100,0,0,1,0,0,0,turn_0002.json
2,START_TURN,Grok 4.3,Grok 4.3,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0002.json
2,START_TURN,Grok 4.3,OpenAI GPT 5.5,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0002.json
3,START_TURN,Grok 4.3,Claude Opus 4.8,1260,1500,24,False,0,0,False,240,0,0,1,0,0,0,turn_0003.json
3,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1400,1500,8,False,0,0,False,100,0,0,1,0,0,0,turn_0003.json
3,START_TURN,Grok 4.3,Grok 4.3,1400,1500,6,False,0,1,False,100,0,0,1,0,0,0,turn_0003.json
3,START_TURN,Grok 4.3,OpenAI GPT 5.5,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0003.json
4,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1260,1500,24,False,0,0,False,240,0,0,1,0,0,0,turn_0004.json
4,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1400,1500,8,False,0,0,False,100,0,0,1,0,0,0,turn_0004.json
4,START_TURN,OpenAI GPT 5.5,Grok 4.3,1200,1500,15,False,0,0,False,300,0,0,2,0,0,0,turn_0004.json
4,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1500,1500,0,False,0,0,False,0,0,0,0,0,0,0,turn_0004.json
5,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1260,1500,24,False,0,0,False,240,0,0,1,0,0,0,turn_0005.json
5,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,1650,1650,8,False,0,0,False,0,0,0,0,0,0,0,turn_0005.json
5,START_TURN,Claude Opus 4.8,Grok 4.3,1200,1500,15,False,0,0,False,300,0,0,2,0,0,0,turn_0005.json
5,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1130,1350,9,False,0,0,False,220,0,0,2,0,0,0,turn_0005.json
6,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1270,1510,33,False,0,0,False,240,0,0,1,0,0,0,turn_0006.json
6,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1650,1650,8,False,0,0,False,0,0,0,0,0,0,0,turn_0006.json
6,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,1200,1500,15,False,0,0,False,300,0,0,2,0,0,0,turn_0006.json
6,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1130,1350,9,False,0,0,False,220,0,0,2,0,0,0,turn_0006.json
7,START_TURN,Grok 4.3,Claude Opus 4.8,1270,1510,33,False,0,0,False,240,0,0,1,0,0,0,turn_0007.json
7,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1510,1650,13,False,0,0,False,140,0,0,1,0,0,0,turn_0007.json
7,START_TURN,Grok 4.3,Grok 4.3,1200,1500,15,False,0,0,False,300,0,0,2,0,0,0,turn_0007.json
7,START_TURN,Grok 4.3,OpenAI GPT 5.5,1130,1350,9,False,0,0,False,220,0,0,2,0,0,0,turn_0007.json
8,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1270,1510,33,False,0,0,False,240,0,0,1,0,0,0,turn_0008.json
8,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1510,1650,13,False,0,0,False,140,0,0,1,0,0,0,turn_0008.json
8,START_TURN,OpenAI GPT 5.5,Grok 4.3,980,1500,21,False,0,0,False,520,0,0,3,0,0,0,turn_0008.json
8,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1130,1350,9,False,0,0,False,220,0,0,2,0,0,0,turn_0008.json
9,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1270,1510,33,False,0,0,False,240,0,0,1,0,0,0,turn_0009.json
9,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,2010,2150,13,False,0,0,False,140,0,0,1,0,0,0,turn_0009.json
9,START_TURN,Claude Opus 4.8,Grok 4.3,980,1500,21,False,0,0,False,520,0,0,3,0,0,0,turn_0009.json
9,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,470,850,14,False,0,0,False,380,0,0,3,0,0,0,turn_0009.json
10,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1470,1710,10,True,0,0,False,240,0,0,1,0,0,0,turn_0010.json
10,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,2010,2150,13,False,0,0,False,140,0,0,1,0,0,0,turn_0010.json
10,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,980,1500,21,False,0,0,False,520,0,0,3,0,0,0,turn_0010.json
10,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,470,850,14,False,0,0,False,380,0,0,3,0,0,0,turn_0010.json
11,START_TURN,Grok 4.3,Claude Opus 4.8,1490,1730,10,True,0,0,False,240,0,0,1,0,0,0,turn_0011.json
11,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1990,2130,24,False,0,0,False,140,0,0,1,0,0,0,turn_0011.json
11,START_TURN,Grok 4.3,Grok 4.3,980,1500,21,False,0,0,False,520,0,0,3,0,0,0,turn_0011.json
11,START_TURN,Grok 4.3,OpenAI GPT 5.5,470,850,14,False,0,0,False,380,0,0,3,0,0,0,turn_0011.json
12,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1510,1750,10,True,0,0,False,240,0,0,1,0,0,0,turn_0012.json
12,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1990,2130,24,False,0,0,False,140,0,0,1,0,0,0,turn_0012.json
12,START_TURN,OpenAI GPT 5.5,Grok 4.3,960,1480,24,False,0,0,False,520,0,0,3,0,0,0,turn_0012.json
12,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,470,850,14,False,0,0,False,380,0,0,3,0,0,0,turn_0012.json
13,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1510,1750,10,True,0,0,False,240,0,0,1,0,0,0,turn_0013.json
13,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,2390,2390,24,False,0,0,False,0,0,0,0,0,0,0,turn_0013.json
13,START_TURN,Claude Opus 4.8,Grok 4.3,978,1498,24,False,0,0,False,520,0,0,3,0,0,0,turn_0013.json
13,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,312,572,21,False,0,0,False,520,0,260,4,4,0,0,turn_0013.json
