turn_index,space_index,space_name,space_kind,space_group,price,owner_id,mortgaged,houses,hotel
1,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
2,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
3,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
3,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
4,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
4,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
5,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
5,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
5,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
6,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
6,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
6,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
6,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
7,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
7,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
7,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
7,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
8,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
8,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
8,12,Electric Company,UTILITY,UTILITY,150,Gemini 3.5 Flash,False,0,False
8,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
8,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
9,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
9,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
9,12,Electric Company,UTILITY,UTILITY,150,Gemini 3.5 Flash,False,0,False
9,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
9,24,Illinois Avenue,PROPERTY,RED,240,OpenAI GPT 5.4 mini,False,0,False
9,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
10,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
10,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
10,12,Electric Company,UTILITY,UTILITY,150,Gemini 3.5 Flash,False,0,False
10,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
10,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Haiku 4.5,False,0,False
10,24,Illinois Avenue,PROPERTY,RED,240,OpenAI GPT 5.4 mini,False,0,False
10,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
11,5,Reading Railroad,RAILROAD,RAILROAD,200,Gemini 3.5 Flash,False,0,False
11,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
11,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
11,12,Electric Company,UTILITY,UTILITY,150,Gemini 3.5 Flash,False,0,False
11,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
11,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Haiku 4.5,False,0,False
11,24,Illinois Avenue,PROPERTY,RED,240,OpenAI GPT 5.4 mini,False,0,False
11,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
12,5,Reading Railroad,RAILROAD,RAILROAD,200,Gemini 3.5 Flash,False,0,False
12,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
12,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
12,12,Electric Company,UTILITY,UTILITY,150,Gemini 3.5 Flash,False,0,False
12,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
12,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Haiku 4.5,False,0,False
12,24,Illinois Avenue,PROPERTY,RED,240,OpenAI GPT 5.4 mini,False,0,False
12,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
13,5,Reading Railroad,RAILROAD,RAILROAD,200,Gemini 3.5 Flash,False,0,False
13,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
13,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
13,12,Electric Company,UTILITY,UTILITY,150,Gemini 3.5 Flash,False,0,False
13,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
13,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Haiku 4.5,False,0,False
13,24,Illinois Avenue,PROPERTY,RED,240,OpenAI GPT 5.4 mini,False,0,False
13,29,Marvin Gardens,PROPERTY,YELLOW,280,OpenAI GPT 5.4 mini,False,0,False
13,39,Boardwalk,PROPERTY,DARK_BLUE,400,Gemini 3.5 Flash,False,0,False
14,5,Reading Railroad,RAILROAD,RAILROAD,200,Gemini 3.5 Flash,False,0,False
14,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.4 mini,False,0,False
14,11,St. Charles Place,PROPERTY,PINK,140,Claude Haiku 4.5,False,0,False
14,12,Electric Company,UTILITY,UTILITY,150,Gemini 3.5 Flash,False,0,False
14,16,St. James Place,PROPERTY,ORANGE,180,OpenAI GPT 5.4 mini,False,0,False
14,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Haiku 4.5,False,0,False
