event_id,seq,turn_index,player_id,reason,delta,cash_before,cash_after,running_peak,drawdown_from_peak
mock-3676466999-527872e4-evt-000009,9,0,Claude Opus 4.8,buy_property,-140,1500,1360,1500,140
mock-3676466999-527872e4-evt-000023,23,1,Gemini 3.1 Pro Preview,buy_property,-100,1500,1400,1500,100
mock-3676466999-527872e4-evt-000045,45,4,Grok 4.3,RENT,-10,1500,1490,1500,10
mock-3676466999-527872e4-evt-000046,46,4,Claude Opus 4.8,RENT,10,1360,1370,1500,130
mock-3676466999-527872e4-evt-000056,56,5,OpenAI GPT 5.5,RENT,-6,1500,1494,1500,6
mock-3676466999-527872e4-evt-000057,57,5,Gemini 3.1 Pro Preview,RENT,6,1400,1406,1500,94
mock-3676466999-527872e4-evt-000102,102,6,Claude Opus 4.8,buy_property,-180,1370,1190,1500,310
mock-3676466999-527872e4-evt-000113,113,7,Gemini 3.1 Pro Preview,JAIL_FINE,-50,1406,1356,1500,144
mock-3676466999-527872e4-evt-000121,121,7,Gemini 3.1 Pro Preview,buy_property,-180,1356,1176,1500,324
mock-3676466999-527872e4-evt-000143,143,9,Grok 4.3,buy_property,-200,1490,1290,1500,210
mock-3676466999-527872e4-evt-000157,157,10,OpenAI GPT 5.5,buy_property,-140,1494,1354,1500,146
mock-3676466999-527872e4-evt-000188,188,10,OpenAI GPT 5.5,TRADE_CASH,-130,1354,1224,1500,276
mock-3676466999-527872e4-evt-000189,189,10,Claude Opus 4.8,TRADE_CASH,130,1190,1320,1500,180
mock-3676466999-527872e4-evt-000235,235,11,Claude Opus 4.8,buy_property,-260,1320,1060,1500,440
mock-3676466999-527872e4-evt-000249,249,12,Gemini 3.1 Pro Preview,buy_property,-150,1176,1026,1500,474
mock-3676466999-527872e4-evt-000263,263,13,Gemini 3.1 Pro Preview,buy_property,-320,1026,706,1500,794
mock-3676466999-527872e4-evt-000277,277,14,Gemini 3.1 Pro Preview,buy_property,-400,706,306,1500,1194
mock-3676466999-527872e4-evt-000291,291,15,Grok 4.3,buy_property,-220,1290,1070,1500,430
mock-3676466999-527872e4-evt-000300,300,16,OpenAI GPT 5.5,RENT,-14,1224,1210,1500,290
mock-3676466999-527872e4-evt-000301,301,16,Gemini 3.1 Pro Preview,RENT,14,306,320,1500,1180
mock-3676466999-527872e4-evt-000361,361,17,Claude Opus 4.8,RENT,-28,1060,1032,1500,468
mock-3676466999-527872e4-evt-000362,362,17,Gemini 3.1 Pro Preview,RENT,28,320,348,1500,1152
mock-3676466999-527872e4-evt-000372,372,18,Gemini 3.1 Pro Preview,PASS_GO,200,348,548,1500,952
mock-3676466999-527872e4-evt-000375,375,18,Gemini 3.1 Pro Preview,PASS_GO,200,548,748,1500,752
mock-3676466999-527872e4-evt-000395,395,20,OpenAI GPT 5.5,buy_property,-200,1210,1010,1500,490
mock-3676466999-527872e4-evt-000434,434,21,Claude Opus 4.8,RENT,-50,1032,982,1500,518
