player_id,reason,event_count,inflow_event_count,outflow_event_count,gross_inflow,gross_outflow,net_flow,mean_delta,mean_absolute_delta,minimum_delta,maximum_delta
Claude Opus 4.8,BANKRUPTCY_CASH,3,3,0,1050,0,1050,350.0,350.0,274,441
Claude Opus 4.8,BEAUTY_CONTEST_COLLECT_10,1,1,0,10,0,10,10.0,10.0,10,10
Claude Opus 4.8,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,1,0,1,0,10,-10,-10.0,10.0,-10,-10
Claude Opus 4.8,BUILD,3,0,3,0,2800,-2800,-933.333333,933.333333,-1600,-300
Claude Opus 4.8,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,3,0,3,0,150,-150,-50.0,50.0,-50,-50
Claude Opus 4.8,JAIL_FINE,2,0,2,0,100,-100,-50.0,50.0,-50,-50
Claude Opus 4.8,PASS_GO,5,5,0,1000,0,1000,200.0,200.0,200,200
Claude Opus 4.8,RENT,32,18,14,5030,1882,3148,98.375,216.0,-400,700
Claude Opus 4.8,TAX_INCOME,2,0,2,0,400,-400,-200.0,200.0,-200,-200
Claude Opus 4.8,TRADE_CASH,2,1,1,130,40,90,45.0,85.0,-40,130
Claude Opus 4.8,UNMORTGAGE,2,0,2,0,414,-414,-207.0,207.0,-221,-193
Claude Opus 4.8,buy_property,6,0,6,0,1300,-1300,-216.666667,216.666667,-300,-120
Gemini 3.1 Pro Preview,BANKRUPTCY,1,0,0,0,0,0,0.0,0.0,0,0
Gemini 3.1 Pro Preview,BANKRUPTCY_CASH,1,0,1,0,441,-441,-441.0,441.0,-441,-441
Gemini 3.1 Pro Preview,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,1,0,1,0,10,-10,-10.0,10.0,-10,-10
Gemini 3.1 Pro Preview,BUILD,2,0,2,0,600,-600,-300.0,300.0,-450,-150
Gemini 3.1 Pro Preview,DOCTOR_FEE_PAY_50,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Gemini 3.1 Pro Preview,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,1,1,0,50,0,50,50.0,50.0,50,50
Gemini 3.1 Pro Preview,JAIL_FINE,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Gemini 3.1 Pro Preview,MORTGAGE,6,6,0,560,0,560,93.333333,93.333333,75,110
Gemini 3.1 Pro Preview,MORTGAGE_INTEREST,5,0,5,0,54,-54,-10.8,10.8,-16,-3
Gemini 3.1 Pro Preview,PASS_GO,6,6,0,1200,0,1200,200.0,200.0,200,200
Gemini 3.1 Pro Preview,RENT,23,18,5,1112,717,395,17.173913,79.521739,-625,400
Gemini 3.1 Pro Preview,TAX_INCOME,1,0,1,0,200,-200,-200.0,200.0,-200,-200
Gemini 3.1 Pro Preview,TAX_LUXURY,2,0,2,0,200,-200,-100.0,100.0,-100,-100
Gemini 3.1 Pro Preview,TRADE_CASH,7,3,4,260,740,-480,-68.571429,142.857143,-500,120
Gemini 3.1 Pro Preview,buy_property,9,0,9,0,1620,-1620,-180.0,180.0,-400,-60
Grok 4.3,BANKRUPTCY,1,0,0,0,0,0,0.0,0.0,0,0
Grok 4.3,BANKRUPTCY_CASH,1,0,1,0,274,-274,-274.0,274.0,-274,-274
Grok 4.3,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,1,0,1,0,10,-10,-10.0,10.0,-10,-10
Grok 4.3,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,1,1,0,50,0,50,50.0,50.0,50,50
Grok 4.3,MORTGAGE,6,6,0,775,0,775,129.166667,129.166667,100,200
Grok 4.3,PASS_GO,6,6,0,1200,0,1200,200.0,200.0,200,200
Grok 4.3,PAY_POOR_TAX_15,1,0,1,0,15,-15,-15.0,15.0,-15,-15
Grok 4.3,RENT,16,3,13,600,2511,-1911,-119.4375,194.4375,-700,200
Grok 4.3,TRADE_CASH,5,2,3,580,1125,-545,-109.0,341.0,-500,450
Grok 4.3,buy_property,3,0,3,0,770,-770,-256.666667,256.666667,-350,-200
OpenAI GPT 5.5,BANKRUPTCY,1,0,0,0,0,0,0.0,0.0,0,0
OpenAI GPT 5.5,BANKRUPTCY_CASH,1,0,1,0,335,-335,-335.0,335.0,-335,-335
OpenAI GPT 5.5,BANK_ERROR_COLLECT_200,1,1,0,200,0,200,200.0,200.0,200,200
OpenAI GPT 5.5,BANK_PAYS_YOU_DIVIDEND_50,1,1,0,50,0,50,50.0,50.0,50,50
OpenAI GPT 5.5,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,3,3,0,30,0,30,10.0,10.0,10,10
OpenAI GPT 5.5,BUILD,1,0,1,0,300,-300,-300.0,300.0,-300,-300
OpenAI GPT 5.5,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,1,1,0,50,0,50,50.0,50.0,50,50
OpenAI GPT 5.5,INHERIT_100,1,1,0,100,0,100,100.0,100.0,100,100
OpenAI GPT 5.5,JAIL_FINE,2,0,2,0,100,-100,-50.0,50.0,-50,-50
OpenAI GPT 5.5,MORTGAGE,17,17,0,2030,0,2030,119.411765,119.411765,30,200
OpenAI GPT 5.5,MORTGAGE_INTEREST,2,0,2,0,43,-43,-21.5,21.5,-40,-3
OpenAI GPT 5.5,PASS_GO,6,6,0,1200,0,1200,200.0,200.0,200,200
OpenAI GPT 5.5,RENT,21,7,14,1318,2950,-1632,-77.714286,203.238095,-700,400
OpenAI GPT 5.5,SELL_BUILDING,1,1,0,150,0,150,150.0,150.0,150,150
OpenAI GPT 5.5,TRADE_CASH,12,7,5,1865,930,935,77.916667,232.916667,-450,500
OpenAI GPT 5.5,UNMORTGAGE,14,0,14,0,1914,-1914,-136.714286,136.714286,-221,-33
