trade_id,initiator_player_id,counterparty_player_id,start_event_id,start_seq,start_turn,end_event_id,end_seq,end_turn,outcome,censored,counteroffers,offer_revisions,public_exchange_count,initial_offer,initial_request,final_offer,final_request,event_span,turns_to_resolution,accepted,back_and_forth_count
trade-0001,OpenAI GPT 5.4 mini,Grok 4.3,mock-24591-46c1eb90-evt-000313,313,16,mock-24591-46c1eb90-evt-000318,318,16,REJECTED,False,0,0,1,"{""cash"":280,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":280,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
trade-0002,OpenAI GPT 5.4 mini,Grok 4.3,mock-24591-46c1eb90-evt-000323,323,16,mock-24591-46c1eb90-evt-000328,328,16,REJECTED,False,0,0,1,"{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
trade-0003,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,mock-24591-46c1eb90-evt-000376,376,19,mock-24591-46c1eb90-evt-000381,381,19,REJECTED,False,0,0,1,"{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}",5,0,False,0
trade-0004,OpenAI GPT 5.4 mini,Grok 4.3,mock-24591-46c1eb90-evt-000410,410,21,mock-24591-46c1eb90-evt-000415,415,21,REJECTED,False,0,0,1,"{""cash"":371,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":371,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
trade-0005,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,mock-24591-46c1eb90-evt-000530,530,30,mock-24591-46c1eb90-evt-000535,535,30,REJECTED,False,0,0,1,"{""cash"":130,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}","{""cash"":130,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}",5,0,False,0
trade-0006,Claude Haiku 4.5,OpenAI GPT 5.4 mini,mock-24591-46c1eb90-evt-000594,594,35,mock-24591-46c1eb90-evt-000604,604,35,ACCEPTED,False,1,1,2,"{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ILLINOIS_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ILLINOIS_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}",10,0,True,1
trade-0007,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,mock-24591-46c1eb90-evt-000626,626,36,mock-24591-46c1eb90-evt-000631,631,36,REJECTED,False,0,0,1,"{""cash"":50,""get_out_of_jail_cards"":0,""properties"":[""NORTH_CAROLINA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}","{""cash"":50,""get_out_of_jail_cards"":0,""properties"":[""NORTH_CAROLINA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}",5,0,False,0
trade-0008,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,mock-24591-46c1eb90-evt-000676,676,40,mock-24591-46c1eb90-evt-000681,681,40,REJECTED,False,0,0,1,"{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""NORTH_CAROLINA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}","{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""NORTH_CAROLINA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}",5,0,False,0
trade-0009,Gemini 3.5 Flash,Grok 4.3,mock-24591-46c1eb90-evt-000686,686,40,mock-24591-46c1eb90-evt-000691,691,40,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""B_O_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""B_O_RAILROAD""]}",5,0,False,0
trade-0010,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,mock-24591-46c1eb90-evt-000696,696,40,mock-24591-46c1eb90-evt-000701,701,40,REJECTED,False,0,0,1,"{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[""NORTH_CAROLINA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}","{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[""NORTH_CAROLINA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PARK_PLACE""]}",5,0,False,0
