schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,from_player_id,to_player_id,space_index,property_space,amount,reason
v1,mock-2413970733-53b199c1,8,0,PROPERTY_PURCHASED,,Claude Opus 4.8,,,6,,100,
v1,mock-2413970733-53b199c1,22,1,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,9,,120,
v1,mock-2413970733-53b199c1,36,2,PROPERTY_PURCHASED,,Grok 4.3,,,5,,200,
v1,mock-2413970733-53b199c1,91,4,PROPERTY_PURCHASED,,Claude Opus 4.8,,,11,,140,
v1,mock-2413970733-53b199c1,113,6,PROPERTY_PURCHASED,,Grok 4.3,,,15,,200,
v1,mock-2413970733-53b199c1,168,8,PROPERTY_PURCHASED,,Claude Opus 4.8,,,18,,180,
v1,mock-2413970733-53b199c1,182,9,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,24,,240,
v1,mock-2413970733-53b199c1,259,13,PROPERTY_PURCHASED,,Claude Opus 4.8,,,13,,140,
v1,mock-2413970733-53b199c1,273,14,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,32,,300,
v1,mock-2413970733-53b199c1,287,15,PROPERTY_PURCHASED,,Grok 4.3,,,25,,200,
v1,mock-2413970733-53b199c1,307,17,PROPERTY_PURCHASED,,Claude Opus 4.8,,,21,,220,
v1,mock-2413970733-53b199c1,405,20,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Claude Opus 4.8,OpenAI GPT 5.5,6,,,
v1,mock-2413970733-53b199c1,438,21,PROPERTY_PURCHASED,,Claude Opus 4.8,,,27,,260,
v1,mock-2413970733-53b199c1,452,22,PROPERTY_PURCHASED,,Claude Opus 4.8,,,35,,200,
v1,mock-2413970733-53b199c1,509,24,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,1,,80,
v1,mock-2413970733-53b199c1,574,26,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1,,,
v1,mock-2413970733-53b199c1,575,26,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,9,,,
v1,mock-2413970733-53b199c1,627,31,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,26,,260,
v1,mock-2413970733-53b199c1,750,35,PROPERTY_PURCHASED,,Claude Opus 4.8,,,16,,375,
v1,mock-2413970733-53b199c1,810,37,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,24,,,
v1,mock-2413970733-53b199c1,811,37,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,26,,,
v1,mock-2413970733-53b199c1,880,38,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,12,,80,
v1,mock-2413970733-53b199c1,979,43,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,19,,200,
v1,mock-2413970733-53b199c1,1025,47,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,28,,150,
v1,mock-2413970733-53b199c1,1073,49,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,39,,300,
