mortgage_id,player_id,space_index,mortgage_event_id,mortgage_seq,mortgage_turn,mortgage_amount,unmortgage_event_id,unmortgage_seq,unmortgage_turn,unmortgage_amount,duration_turns,financing_cost,censored
mortgage-0001,OpenAI GPT 5.4 Mini,1,mock-44910-42ec35c5-evt-001191,1191,60,30,mock-44910-42ec35c5-evt-002017,2017,108,33,48,3,False
mortgage-0002,OpenAI GPT 5.4 Mini,32,mock-44910-42ec35c5-evt-001197,1197,60,150,,,,,,,True
mortgage-0003,Gemini 3 Flash Preview,37,mock-44910-42ec35c5-evt-001328,1328,66,175,,,,,,,True
mortgage-0004,Gemini 3 Flash Preview,12,mock-44910-42ec35c5-evt-001334,1334,66,75,mock-44910-42ec35c5-evt-002819,2819,164,83,98,8,False
mortgage-0005,Gemini 3 Flash Preview,31,mock-44910-42ec35c5-evt-001458,1458,70,150,mock-44910-42ec35c5-evt-003325,3325,200,165,130,15,False
mortgage-0006,OpenAI GPT 5.4 Mini,26,mock-44910-42ec35c5-evt-001538,1538,76,130,,,,,,,True
mortgage-0007,OpenAI GPT 5.4 Mini,29,mock-44910-42ec35c5-evt-001564,1564,76,140,,,,,,,True
mortgage-0008,Grok 4.3,5,mock-44910-42ec35c5-evt-001662,1662,79,100,mock-44910-42ec35c5-evt-001723,1723,84,111,5,11,False
mortgage-0009,Grok 4.3,5,mock-44910-42ec35c5-evt-001881,1881,98,100,,,,,,,True
mortgage-0010,Grok 4.3,15,mock-44910-42ec35c5-evt-001887,1887,98,100,,,,,,,True
mortgage-0011,Grok 4.3,27,mock-44910-42ec35c5-evt-001893,1893,98,130,,,,,,,True
mortgage-0012,Grok 4.3,39,mock-44910-42ec35c5-evt-001899,1899,98,200,mock-44910-42ec35c5-evt-002937,2937,168,221,70,21,False
mortgage-0013,OpenAI GPT 5.4 Mini,31,mock-44910-42ec35c5-evt-002037,2037,108,150,,,,,,,True
mortgage-0014,Gemini 3 Flash Preview,28,mock-44910-42ec35c5-evt-002296,2296,124,75,mock-44910-42ec35c5-evt-002825,2825,164,83,40,8,False
mortgage-0015,Gemini 3 Flash Preview,1,mock-44910-42ec35c5-evt-002302,2302,124,30,mock-44910-42ec35c5-evt-003138,3138,183,33,59,3,False
mortgage-0016,Gemini 3 Flash Preview,3,mock-44910-42ec35c5-evt-002308,2308,124,30,mock-44910-42ec35c5-evt-003144,3144,183,33,59,3,False
mortgage-0017,Gemini 3 Flash Preview,8,mock-44910-42ec35c5-evt-002314,2314,124,50,,,,,,,True
mortgage-0018,Gemini 3 Flash Preview,9,mock-44910-42ec35c5-evt-002320,2320,124,60,,,,,,,True
mortgage-0019,Gemini 3 Flash Preview,34,mock-44910-42ec35c5-evt-002326,2326,124,160,mock-44910-42ec35c5-evt-003337,3337,200,176,76,16,False
mortgage-0020,Claude Haiku 4.5,25,mock-44910-42ec35c5-evt-002533,2533,142,100,,,,,,,True
mortgage-0021,Claude Haiku 4.5,35,mock-44910-42ec35c5-evt-002539,2539,142,100,,,,,,,True
mortgage-0022,Claude Haiku 4.5,6,mock-44910-42ec35c5-evt-002740,2740,158,50,,,,,,,True
mortgage-0023,Claude Haiku 4.5,19,mock-44910-42ec35c5-evt-002847,2847,166,100,,,,,,,True
mortgage-0024,Gemini 3 Flash Preview,28,mock-44910-42ec35c5-evt-002883,2883,167,75,mock-44910-42ec35c5-evt-003156,3156,183,83,16,8,False
mortgage-0025,Gemini 3 Flash Preview,5,mock-44910-42ec35c5-evt-002895,2895,167,100,mock-44910-42ec35c5-evt-003114,3114,183,111,16,11,False
mortgage-0026,Gemini 3 Flash Preview,25,mock-44910-42ec35c5-evt-002901,2901,167,100,mock-44910-42ec35c5-evt-003126,3126,183,111,16,11,False
mortgage-0027,Gemini 3 Flash Preview,15,mock-44910-42ec35c5-evt-002907,2907,167,100,mock-44910-42ec35c5-evt-003120,3120,183,111,16,11,False
mortgage-0028,Gemini 3 Flash Preview,35,mock-44910-42ec35c5-evt-002913,2913,167,100,mock-44910-42ec35c5-evt-003132,3132,183,111,16,11,False
mortgage-0029,Gemini 3 Flash Preview,12,mock-44910-42ec35c5-evt-002976,2976,171,75,mock-44910-42ec35c5-evt-003150,3150,183,83,12,8,False
mortgage-0030,Grok 4.3,39,mock-44910-42ec35c5-evt-003885,3885,256,200,,,,,,,True
mortgage-0031,Grok 4.3,37,mock-44910-42ec35c5-evt-003930,3930,260,175,,,,,,,True
