trade_id,initiator_player_id,counterparty_player_id,start_event_id,start_seq,start_turn,end_event_id,end_seq,end_turn,outcome,censored,counteroffers,offer_revisions,public_exchange_count,initial_offer,initial_request,final_offer,final_request,event_span,turns_to_resolution,accepted,back_and_forth_count
trade-0001,Claude Haiku 4.5,Grok 4.3,mock-44910-42ec35c5-evt-000379,379,22,mock-44910-42ec35c5-evt-000384,384,22,REJECTED,False,0,0,1,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}",5,0,False,0
trade-0002,Claude Haiku 4.5,Grok 4.3,mock-44910-42ec35c5-evt-000389,389,22,mock-44910-42ec35c5-evt-000394,394,22,REJECTED,False,0,0,1,"{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}","{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}",5,0,False,0
trade-0003,Claude Haiku 4.5,Grok 4.3,mock-44910-42ec35c5-evt-000399,399,22,mock-44910-42ec35c5-evt-000404,404,22,REJECTED,False,0,0,1,"{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}","{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}",5,0,False,0
trade-0004,OpenAI GPT 5.4 Mini,Grok 4.3,mock-44910-42ec35c5-evt-000442,442,26,mock-44910-42ec35c5-evt-000447,447,26,REJECTED,False,0,0,1,"{""cash"":260,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":260,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
trade-0005,OpenAI GPT 5.4 Mini,Grok 4.3,mock-44910-42ec35c5-evt-000452,452,26,mock-44910-42ec35c5-evt-000457,457,26,REJECTED,False,0,0,1,"{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
trade-0006,OpenAI GPT 5.4 Mini,Grok 4.3,mock-44910-42ec35c5-evt-000462,462,26,mock-44910-42ec35c5-evt-000467,467,26,REJECTED,False,0,0,1,"{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
trade-0007,OpenAI GPT 5.4 Mini,Grok 4.3,mock-44910-42ec35c5-evt-000472,472,26,mock-44910-42ec35c5-evt-000477,477,26,REJECTED,False,0,0,1,"{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE"",""ST_CHARLES_PLACE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE"",""ST_CHARLES_PLACE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
trade-0008,OpenAI GPT 5.4 Mini,Grok 4.3,mock-44910-42ec35c5-evt-000634,634,39,mock-44910-42ec35c5-evt-000639,639,39,REJECTED,False,0,0,1,"{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""NORTH_CAROLINA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""NORTH_CAROLINA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
trade-0009,Claude Haiku 4.5,Grok 4.3,mock-44910-42ec35c5-evt-000771,771,44,mock-44910-42ec35c5-evt-000776,776,44,REJECTED,False,0,0,1,"{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}",5,0,False,0
trade-0010,OpenAI GPT 5.4 Mini,Grok 4.3,mock-44910-42ec35c5-evt-000908,908,48,mock-44910-42ec35c5-evt-000913,913,48,REJECTED,False,0,0,1,"{""cash"":100,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}","{""cash"":100,""get_out_of_jail_cards"":0,""properties"":[""MEDITERRANEAN_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VENTNOR_AVENUE""]}",5,0,False,0
