player_id,reason,event_count,inflow_event_count,outflow_event_count,gross_inflow,gross_outflow,net_flow,mean_delta,mean_absolute_delta,minimum_delta,maximum_delta
Claude Haiku 4.5,BANKRUPTCY,1,0,0,0,0,0,0.0,0.0,0,0
Claude Haiku 4.5,BANKRUPTCY_CASH,1,0,1,0,627,-627,-627.0,627.0,-627,-627
Claude Haiku 4.5,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,3,3,0,30,0,30,10.0,10.0,10,10
Claude Haiku 4.5,BUILDING_LOAN_MATURES_RECEIVE_150,1,1,0,150,0,150,150.0,150.0,150,150
Claude Haiku 4.5,CONSULTANCY_FEE_COLLECT_25,1,1,0,25,0,25,25.0,25.0,25,25
Claude Haiku 4.5,DOCTOR_FEE_PAY_50,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Claude Haiku 4.5,HOLIDAY_FUND_RECEIVE_100,1,1,0,100,0,100,100.0,100.0,100,100
Claude Haiku 4.5,INHERIT_100,1,1,0,100,0,100,100.0,100.0,100,100
Claude Haiku 4.5,JAIL_FINE,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Claude Haiku 4.5,LIFE_INSURANCE_COLLECT_100,1,1,0,100,0,100,100.0,100.0,100,100
Claude Haiku 4.5,MORTGAGE,4,4,0,350,0,350,87.5,87.5,50,100
Claude Haiku 4.5,MORTGAGE_INTEREST,1,0,1,0,11,-11,-11.0,11.0,-11,-11
Claude Haiku 4.5,PASS_GO,9,9,0,1800,0,1800,200.0,200.0,200,200
Claude Haiku 4.5,RENT,20,6,14,144,2861,-2717,-135.85,150.25,-750,50
Claude Haiku 4.5,TAX_INCOME,1,0,1,0,200,-200,-200.0,200.0,-200,-200
Claude Haiku 4.5,TAX_LUXURY,1,0,1,0,100,-100,-100.0,100.0,-100,-100
Claude Haiku 4.5,TRADE_CASH,1,1,0,300,0,300,300.0,300.0,300,300
Claude Haiku 4.5,buy_property,4,0,4,0,700,-700,-175.0,175.0,-200,-100
Gemini 3 Flash Preview,BANKRUPTCY_CASH,1,1,0,438,0,438,438.0,438.0,438,438
Gemini 3 Flash Preview,BEAUTY_CONTEST_COLLECT_10,1,1,0,10,0,10,10.0,10.0,10,10
Gemini 3 Flash Preview,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,2,1,1,10,10,0,0.0,10.0,-10,10
Gemini 3 Flash Preview,BUILD,11,0,11,0,2950,-2950,-268.181818,268.181818,-900,-100
Gemini 3 Flash Preview,CONSULTANCY_FEE_COLLECT_25,1,1,0,25,0,25,25.0,25.0,25,25
Gemini 3 Flash Preview,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,1,1,0,50,0,50,50.0,50.0,50,50
Gemini 3 Flash Preview,GENERAL_REPAIRS,1,0,1,0,625,-625,-625.0,625.0,-625,-625
Gemini 3 Flash Preview,JAIL_FINE,3,0,3,0,150,-150,-50.0,50.0,-50,-50
Gemini 3 Flash Preview,MORTGAGE,15,15,0,1355,0,1355,90.333333,90.333333,30,175
Gemini 3 Flash Preview,MORTGAGE_INTEREST,4,0,4,0,63,-63,-15.75,15.75,-20,-10
Gemini 3 Flash Preview,PASS_GO,13,13,0,2600,0,2600,200.0,200.0,200,200
Gemini 3 Flash Preview,RENT,65,44,21,9823,2995,6828,105.046154,197.2,-750,800
Gemini 3 Flash Preview,SALE_OF_STOCK_COLLECT_50,1,1,0,50,0,50,50.0,50.0,50,50
Gemini 3 Flash Preview,SELL_BUILDING,1,1,0,100,0,100,100.0,100.0,100,100
Gemini 3 Flash Preview,TAX_INCOME,3,0,3,0,600,-600,-200.0,200.0,-200,-200
Gemini 3 Flash Preview,TRADE_CASH,7,2,5,620,1319,-699,-99.857143,277.0,-500,400
Gemini 3 Flash Preview,UNMORTGAGE,19,0,19,0,2046,-2046,-107.684211,107.684211,-176,-33
Gemini 3 Flash Preview,auction_bid,5,0,5,0,622,-622,-124.4,124.4,-222,-10
Gemini 3 Flash Preview,buy_property,6,0,6,0,1280,-1280,-213.333333,213.333333,-320,-120
Grok 4.3,BANKRUPTCY,1,0,0,0,0,0,0.0,0.0,0,0
Grok 4.3,BANKRUPTCY_ASSETS_TO_BANK,1,0,0,0,0,0,0.0,0.0,0,0
Grok 4.3,BANKRUPTCY_CASH,2,1,1,627,92,535,267.5,359.5,-92,627
Grok 4.3,BANK_ERROR_COLLECT_200,1,1,0,200,0,200,200.0,200.0,200,200
Grok 4.3,BANK_PAYS_YOU_DIVIDEND_50,1,1,0,50,0,50,50.0,50.0,50,50
Grok 4.3,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,2,0,2,0,20,-20,-10.0,10.0,-10,-10
Grok 4.3,BUILD,7,0,7,0,1350,-1350,-192.857143,192.857143,-300,-150
Grok 4.3,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Grok 4.3,HOSPITAL_FEES_PAY_100,1,0,1,0,100,-100,-100.0,100.0,-100,-100
Grok 4.3,INCOME_TAX_REFUND_COLLECT_20,1,1,0,20,0,20,20.0,20.0,20,20
Grok 4.3,JAIL_FINE,2,0,2,0,100,-100,-50.0,50.0,-50,-50
Grok 4.3,MORTGAGE,7,7,0,1005,0,1005,143.571429,143.571429,100,200
Grok 4.3,MORTGAGE_INTEREST,1,0,1,0,32,-32,-32.0,32.0,-32,-32
Grok 4.3,PASS_GO,19,19,0,3800,0,3800,200.0,200.0,200,200
Grok 4.3,RENT,62,26,36,4703,8556,-3853,-62.145161,213.854839,-800,750
Grok 4.3,SALE_OF_STOCK_COLLECT_50,1,1,0,50,0,50,50.0,50.0,50,50
Grok 4.3,SCHOOL_FEES_PAY_50,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Grok 4.3,SELL_BUILDING,5,5,0,600,0,600,120.0,120.0,75,150
Grok 4.3,STREET_REPAIRS,2,0,2,0,280,-280,-140.0,140.0,-160,-120
Grok 4.3,TAX_INCOME,1,0,1,0,200,-200,-200.0,200.0,-200,-200
Grok 4.3,TAX_LUXURY,1,0,1,0,100,-100,-100.0,100.0,-100,-100
Grok 4.3,TRADE_CASH,3,2,1,700,220,480,160.0,306.666667,-220,500
Grok 4.3,UNMORTGAGE,3,0,3,0,525,-525,-175.0,175.0,-221,-111
Grok 4.3,auction_bid,1,0,1,0,300,-300,-300.0,300.0,-300,-300
Grok 4.3,buy_property,5,0,5,0,1280,-1280,-256.0,256.0,-400,-200
OpenAI GPT 5.4 Mini,BANKRUPTCY,1,0,0,0,0,0,0.0,0.0,0,0
OpenAI GPT 5.4 Mini,BANKRUPTCY_CASH,1,0,1,0,438,-438,-438.0,438.0,-438,-438
OpenAI GPT 5.4 Mini,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,1,0,1,0,10,-10,-10.0,10.0,-10,-10
OpenAI GPT 5.4 Mini,BUILD,2,0,2,0,500,-500,-250.0,250.0,-400,-100
OpenAI GPT 5.4 Mini,HOSPITAL_FEES_PAY_100,1,0,1,0,100,-100,-100.0,100.0,-100,-100
OpenAI GPT 5.4 Mini,MORTGAGE,5,5,0,600,0,600,120.0,120.0,30,150
OpenAI GPT 5.4 Mini,MORTGAGE_INTEREST,1,0,1,0,15,-15,-15.0,15.0,-15,-15
OpenAI GPT 5.4 Mini,PASS_GO,5,5,0,1000,0,1000,200.0,200.0,200,200
OpenAI GPT 5.4 Mini,RENT,11,3,8,58,316,-258,-23.454545,34.0,-90,26
OpenAI GPT 5.4 Mini,SCHOOL_FEES_PAY_50,1,0,1,0,50,-50,-50.0,50.0,-50,-50
OpenAI GPT 5.4 Mini,SELL_BUILDING,2,2,0,250,0,250,125.0,125.0,50,200
OpenAI GPT 5.4 Mini,TAX_INCOME,2,0,2,0,400,-400,-200.0,200.0,-200,-200
