schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,delta,reason,from_player_id,to_player_id,amount,payer_delta,receiver_delta
v1,mock-1038910349-f66fa07c,14,1,CASH_CHANGED,,Gemini 3.1 Pro Preview,150,BUILDING_LOAN_MATURES_RECEIVE_150,,,,,
v1,mock-1038910349-f66fa07c,28,2,CASH_CHANGED,,Grok 4.3,-100,buy_property,,,,,
v1,mock-1038910349-f66fa07c,42,3,CASH_CHANGED,,Grok 4.3,-180,buy_property,,,,,
v1,mock-1038910349-f66fa07c,57,5,CASH_CHANGED,,OpenAI GPT 5.5,20,INCOME_TAX_REFUND_COLLECT_20,,,,,
v1,mock-1038910349-f66fa07c,103,6,CASH_CHANGED,,OpenAI GPT 5.5,-400,buy_property,,,,,
v1,mock-1038910349-f66fa07c,127,7,CASH_CHANGED,,Claude Opus 4.8,-180,buy_property,,,,,
v1,mock-1038910349-f66fa07c,141,8,CASH_CHANGED,,Gemini 3.1 Pro Preview,-140,buy_property,,,,,
v1,mock-1038910349-f66fa07c,157,10,CASH_CHANGED,,OpenAI GPT 5.5,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,158,10,CASH_CHANGED,,OpenAI GPT 5.5,-6,RENT,,,,,
v1,mock-1038910349-f66fa07c,159,10,CASH_CHANGED,,Grok 4.3,6,RENT,,,,,
v1,mock-1038910349-f66fa07c,160,10,RENT_PAID,,,,,OpenAI GPT 5.5,Grok 4.3,6,-6,6
v1,mock-1038910349-f66fa07c,214,11,CASH_CHANGED,,Claude Opus 4.8,-200,buy_property,,,,,
v1,mock-1038910349-f66fa07c,228,12,CASH_CHANGED,,Gemini 3.1 Pro Preview,-200,buy_property,,,,,
v1,mock-1038910349-f66fa07c,242,13,CASH_CHANGED,,Gemini 3.1 Pro Preview,-280,buy_property,,,,,
v1,mock-1038910349-f66fa07c,252,14,CASH_CHANGED,,Gemini 3.1 Pro Preview,50,BANK_PAYS_YOU_DIVIDEND_50,,,,,
v1,mock-1038910349-f66fa07c,268,16,CASH_CHANGED,,OpenAI GPT 5.5,-14,RENT,,,,,
v1,mock-1038910349-f66fa07c,269,16,CASH_CHANGED,,Claude Opus 4.8,14,RENT,,,,,
v1,mock-1038910349-f66fa07c,270,16,RENT_PAID,,,,,OpenAI GPT 5.5,Claude Opus 4.8,14,-14,14
v1,mock-1038910349-f66fa07c,279,17,CASH_CHANGED,,Claude Opus 4.8,-24,RENT,,,,,
v1,mock-1038910349-f66fa07c,280,17,CASH_CHANGED,,Gemini 3.1 Pro Preview,24,RENT,,,,,
v1,mock-1038910349-f66fa07c,281,17,RENT_PAID,,,,,Claude Opus 4.8,Gemini 3.1 Pro Preview,24,-24,24
v1,mock-1038910349-f66fa07c,290,18,CASH_CHANGED,,Claude Opus 4.8,-50,RENT,,,,,
v1,mock-1038910349-f66fa07c,291,18,CASH_CHANGED,,OpenAI GPT 5.5,50,RENT,,,,,
v1,mock-1038910349-f66fa07c,292,18,RENT_PAID,,,,,Claude Opus 4.8,OpenAI GPT 5.5,50,-50,50
v1,mock-1038910349-f66fa07c,301,19,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,307,19,CASH_CHANGED,,Gemini 3.1 Pro Preview,-200,buy_property,,,,,
v1,mock-1038910349-f66fa07c,323,20,CASH_CHANGED,,Grok 4.3,-50,JAIL_FINE,,,,,
v1,mock-1038910349-f66fa07c,326,20,CASH_CHANGED,,Grok 4.3,-14,RENT,,,,,
v1,mock-1038910349-f66fa07c,327,20,CASH_CHANGED,,Claude Opus 4.8,14,RENT,,,,,
v1,mock-1038910349-f66fa07c,328,20,RENT_PAID,,,,,Grok 4.3,Claude Opus 4.8,14,-14,14
v1,mock-1038910349-f66fa07c,375,22,CASH_CHANGED,,Claude Opus 4.8,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,381,22,CASH_CHANGED,,Claude Opus 4.8,-100,buy_property,,,,,
v1,mock-1038910349-f66fa07c,411,25,CASH_CHANGED,,Grok 4.3,-240,buy_property,,,,,
v1,mock-1038910349-f66fa07c,430,26,CASH_CHANGED,,OpenAI GPT 5.5,-20,RENT,,,,,
v1,mock-1038910349-f66fa07c,431,26,CASH_CHANGED,,Grok 4.3,20,RENT,,,,,
v1,mock-1038910349-f66fa07c,432,26,RENT_PAID,,,,,OpenAI GPT 5.5,Grok 4.3,20,-20,20
v1,mock-1038910349-f66fa07c,446,27,CASH_CHANGED,,Claude Opus 4.8,-150,buy_property,,,,,
v1,mock-1038910349-f66fa07c,460,28,CASH_CHANGED,,Gemini 3.1 Pro Preview,-260,buy_property,,,,,
v1,mock-1038910349-f66fa07c,474,29,CASH_CHANGED,,Grok 4.3,-320,buy_property,,,,,
v1,mock-1038910349-f66fa07c,498,30,CASH_CHANGED,,OpenAI GPT 5.5,-300,buy_property,,,,,
v1,mock-1038910349-f66fa07c,529,31,CASH_CHANGED,,Claude Opus 4.8,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,546,33,CASH_CHANGED,,Grok 4.3,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,552,33,CASH_CHANGED,,Grok 4.3,-60,buy_property,,,,,
v1,mock-1038910349-f66fa07c,582,36,CASH_CHANGED,,Claude Opus 4.8,-220,buy_property,,,,,
v1,mock-1038910349-f66fa07c,593,37,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,607,38,CASH_CHANGED,,Grok 4.3,-120,buy_property,,,,,
v1,mock-1038910349-f66fa07c,616,39,CASH_CHANGED,,OpenAI GPT 5.5,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,619,39,CASH_CHANGED,,OpenAI GPT 5.5,-200,TAX_INCOME,,,,,
v1,mock-1038910349-f66fa07c,633,40,CASH_CHANGED,,Claude Opus 4.8,-300,buy_property,,,,,
v1,mock-1038910349-f66fa07c,642,41,CASH_CHANGED,,Gemini 3.1 Pro Preview,-14,RENT,,,,,
v1,mock-1038910349-f66fa07c,643,41,CASH_CHANGED,,Claude Opus 4.8,14,RENT,,,,,
v1,mock-1038910349-f66fa07c,644,41,RENT_PAID,,,,,Gemini 3.1 Pro Preview,Claude Opus 4.8,14,-14,14
v1,mock-1038910349-f66fa07c,653,42,CASH_CHANGED,,Grok 4.3,-16,RENT,,,,,
v1,mock-1038910349-f66fa07c,654,42,CASH_CHANGED,,Gemini 3.1 Pro Preview,16,RENT,,,,,
v1,mock-1038910349-f66fa07c,655,42,RENT_PAID,,,,,Grok 4.3,Gemini 3.1 Pro Preview,16,-16,16
v1,mock-1038910349-f66fa07c,664,43,CASH_CHANGED,,Grok 4.3,-25,RENT,,,,,
v1,mock-1038910349-f66fa07c,665,43,CASH_CHANGED,,Claude Opus 4.8,25,RENT,,,,,
v1,mock-1038910349-f66fa07c,666,43,RENT_PAID,,,,,Grok 4.3,Claude Opus 4.8,25,-25,25
v1,mock-1038910349-f66fa07c,675,44,CASH_CHANGED,,OpenAI GPT 5.5,-6,RENT,,,,,
v1,mock-1038910349-f66fa07c,676,44,CASH_CHANGED,,Claude Opus 4.8,6,RENT,,,,,
v1,mock-1038910349-f66fa07c,677,44,RENT_PAID,,,,,OpenAI GPT 5.5,Claude Opus 4.8,6,-6,6
v1,mock-1038910349-f66fa07c,726,45,CASH_CHANGED,,OpenAI GPT 5.5,-14,RENT,,,,,
v1,mock-1038910349-f66fa07c,727,45,CASH_CHANGED,,Claude Opus 4.8,14,RENT,,,,,
v1,mock-1038910349-f66fa07c,728,45,RENT_PAID,,,,,OpenAI GPT 5.5,Claude Opus 4.8,14,-14,14
v1,mock-1038910349-f66fa07c,757,46,CASH_CHANGED,,OpenAI GPT 5.5,-20,RENT,,,,,
v1,mock-1038910349-f66fa07c,758,46,CASH_CHANGED,,Grok 4.3,20,RENT,,,,,
v1,mock-1038910349-f66fa07c,759,46,RENT_PAID,,,,,OpenAI GPT 5.5,Grok 4.3,20,-20,20
v1,mock-1038910349-f66fa07c,790,46,CASH_CHANGED,,OpenAI GPT 5.5,-350,TRADE_CASH,,,,,
v1,mock-1038910349-f66fa07c,791,46,CASH_CHANGED,,Gemini 3.1 Pro Preview,350,TRADE_CASH,,,,,
v1,mock-1038910349-f66fa07c,803,47,CASH_CHANGED,,Claude Opus 4.8,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,814,48,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,828,49,CASH_CHANGED,,Grok 4.3,-200,buy_property,,,,,
v1,mock-1038910349-f66fa07c,837,50,CASH_CHANGED,,OpenAI GPT 5.5,-24,RENT,,,,,
v1,mock-1038910349-f66fa07c,838,50,CASH_CHANGED,,Gemini 3.1 Pro Preview,24,RENT,,,,,
v1,mock-1038910349-f66fa07c,839,50,RENT_PAID,,,,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,24,-24,24
v1,mock-1038910349-f66fa07c,858,51,CASH_CHANGED,,Claude Opus 4.8,-320,TRADE_CASH,,,,,
v1,mock-1038910349-f66fa07c,859,51,CASH_CHANGED,,Grok 4.3,320,TRADE_CASH,,,,,
v1,mock-1038910349-f66fa07c,866,51,CASH_CHANGED,,Claude Opus 4.8,-450,BUILD,,,,,
v1,mock-1038910349-f66fa07c,874,51,CASH_CHANGED,,Claude Opus 4.8,-50,BUILD,,,,,
v1,mock-1038910349-f66fa07c,884,52,CASH_CHANGED,,Gemini 3.1 Pro Preview,-28,RENT,,,,,
v1,mock-1038910349-f66fa07c,885,52,CASH_CHANGED,,Claude Opus 4.8,28,RENT,,,,,
v1,mock-1038910349-f66fa07c,886,52,RENT_PAID,,,,,Gemini 3.1 Pro Preview,Claude Opus 4.8,28,-28,28
v1,mock-1038910349-f66fa07c,895,53,CASH_CHANGED,,Grok 4.3,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,904,54,CASH_CHANGED,,OpenAI GPT 5.5,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,923,55,CASH_CHANGED,,Claude Opus 4.8,-22,RENT,,,,,
v1,mock-1038910349-f66fa07c,924,55,CASH_CHANGED,,Gemini 3.1 Pro Preview,22,RENT,,,,,
v1,mock-1038910349-f66fa07c,925,55,RENT_PAID,,,,,Claude Opus 4.8,Gemini 3.1 Pro Preview,22,-22,22
v1,mock-1038910349-f66fa07c,930,55,CASH_CHANGED,,Claude Opus 4.8,-100,BUILD,,,,,
v1,mock-1038910349-f66fa07c,941,56,CASH_CHANGED,,Claude Opus 4.8,-24,RENT,,,,,
v1,mock-1038910349-f66fa07c,942,56,CASH_CHANGED,,Gemini 3.1 Pro Preview,24,RENT,,,,,
v1,mock-1038910349-f66fa07c,943,56,RENT_PAID,,,,,Claude Opus 4.8,Gemini 3.1 Pro Preview,24,-24,24
v1,mock-1038910349-f66fa07c,948,56,CASH_CHANGED,,Claude Opus 4.8,75,MORTGAGE,,,,,
v1,mock-1038910349-f66fa07c,959,57,CASH_CHANGED,,Gemini 3.1 Pro Preview,200,BANK_ERROR_COLLECT_200,,,,,
v1,mock-1038910349-f66fa07c,986,60,CASH_CHANGED,,Claude Opus 4.8,200,PASS_GO,,,,,
v1,mock-1038910349-f66fa07c,991,60,CASH_CHANGED,,Claude Opus 4.8,-150,BUILD,,,,,
v1,mock-1038910349-f66fa07c,1004,61,CASH_CHANGED,,Gemini 3.1 Pro Preview,-50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-1038910349-f66fa07c,1005,61,CASH_CHANGED,,Claude Opus 4.8,50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-1038910349-f66fa07c,1006,61,CASH_CHANGED,,Gemini 3.1 Pro Preview,-50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-1038910349-f66fa07c,1007,61,CASH_CHANGED,,Grok 4.3,50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-1038910349-f66fa07c,1008,61,CASH_CHANGED,,Gemini 3.1 Pro Preview,-50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-1038910349-f66fa07c,1009,61,CASH_CHANGED,,OpenAI GPT 5.5,50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-1038910349-f66fa07c,1054,62,CASH_CHANGED,,OpenAI GPT 5.5,-280,auction_bid,,,,,
v1,mock-1038910349-f66fa07c,1065,63,CASH_CHANGED,,OpenAI GPT 5.5,25,CONSULTANCY_FEE_COLLECT_25,,,,,
v1,mock-1038910349-f66fa07c,1100,67,CASH_CHANGED,,Grok 4.3,-220,buy_property,,,,,
v1,mock-1038910349-f66fa07c,1114,68,CASH_CHANGED,,OpenAI GPT 5.5,-150,buy_property,,,,,
v1,mock-1038910349-f66fa07c,1137,71,CASH_CHANGED,,Grok 4.3,-24,RENT,,,,,
v1,mock-1038910349-f66fa07c,1138,71,CASH_CHANGED,,Gemini 3.1 Pro Preview,24,RENT,,,,,
v1,mock-1038910349-f66fa07c,1139,71,RENT_PAID,,,,,Grok 4.3,Gemini 3.1 Pro Preview,24,-24,24
v1,mock-1038910349-f66fa07c,1148,72,CASH_CHANGED,,OpenAI GPT 5.5,-25,RENT,,,,,
v1,mock-1038910349-f66fa07c,1149,72,CASH_CHANGED,,Grok 4.3,25,RENT,,,,,
v1,mock-1038910349-f66fa07c,1150,72,RENT_PAID,,,,,OpenAI GPT 5.5,Grok 4.3,25,-25,25
v1,mock-1038910349-f66fa07c,1178,75,CASH_CHANGED,,Grok 4.3,-100,TAX_LUXURY,,,,,
v1,mock-1038910349-f66fa07c,1197,76,CASH_CHANGED,,OpenAI GPT 5.5,200,PASS_GO,,,,,
